index	table_id	annotator_id	premise	hypothesis	label
436	T1080	GW0	 Brazil was distributed by 20th Century Fox (International) , Universal Pictures (North America).  The release date of Brazil are 22 February 1985 (1985-02-22) (United Kingdom), 18 December 1985 (1985-12-18) (United States).  The running time of Brazil is 143 minutes.  In the box office, Brazil made $9.9 million (North America).  	Belgium was released in the U.S. three weeks after it's UK release.	0
737	T512	GW51	 Denys Fisher is a person.  Denys Fisher was born on 11 May 1918  Leeds, England.  Denys Fisher died on 17 September 2002 (Aged 84)  Barrow-in-Furness, England.  Denys Fisher was known for Inventor of Spirograph. 	Fisher was not a key figure in getting One Tower Bridge built in London .	1
477	T1126	GW22	 The former names of Georgia State University is Georgia Tech Evening School of Commerce , (1913-1947); , Atlanta Division of the University of Georgia , (1947-1955); , Georgia State College of Business Administration , (1955-1961); , Georgia State College , (1961-1969).  The campus of Georgia State University is Urban (main campus) and suburban (Perimeter College); , Downtown Atlanta Campus (main campus): , 109.87 acres (0.445 km 2 ); , All instructional sites (including Perimeter College campuses): , 432.26 acres (1.749 km 2 ); , All facilities: , 1,011.37 acres (4.093 km 2 ).  Georgia State University was established on 1913.  The address of Georgia State University is 33 Gilmer Street SE, Atlanta, Georgia, 30303, United States , 33Â°45â²13.3â³N 84Â°23â²09.5â³Wï»¿ / ï»¿33.753694Â°N 84.385972Â°Wï»¿ / 33.753694; -84.385972Coordinates: 33Â°45â²13.3â³N 84Â°23â²09.5â³Wï»¿ / ï»¿33.753694Â°N 84.385972Â°Wï»¿ / 33.753694; -84.385972. 	Georgia State University was established in 1913 and is situated in Atlanta, Argentina.	0
1130	T1114	GW6	 Brittany Murphy was born as Brittany Anne Bertolotti , (1977-11-10)November 10, 1977 , Atlanta, Georgia, U.S..  Brittany Murphy died on December 20, 2009(2009-12-20) (aged 32) , Los Angeles, California, U.S..  The resting place of Brittany Murphy is Forest Lawn Memorial Park (Hollywood Hills) , 34°08′39″N 118°19′11″W﻿ / ﻿34.14414°N 118.31979°W﻿ / 34.14414; -118.31979.  The spouse(s) of Brittany Murphy is Simon Monjack ( m. 2007).  	Brittany Murphy only ever didn't live in Atlanta and Los Angeles .	1
894	T2560	GW116	 Bulawayo koBulawayo is a city.  Bulawayo koBulawayo was city on Population (2016) : 1,200,337, Area : 1,706.8 km2 (659.0 sq mi).  The district of Bulawayo koBulawayo is City of Bulawayo.  Bulawayo koBulawayo was incorporated (city) on 1943. 	Bulawayo is a city in Madagascar.	0
397	T1012	GW0	 The official languages of Republic of Cabo Verde is Portuguese.  The recognised national languages of Republic of Cabo Verde is Cape Verdean Creole.  The president of Republic of Cabo Verde is Jorge Carlos Fonseca.  The prime minister of Republic of Cabo Verde is Ulisses Correia e Silva. 	Cabo Verde shares the same official language with Kyrgyz Republic.	0
652	T1849	GW4	 Ice hockey in Germany was iihf-member since on September 11, 1909.  Ice hockey in Germany was first wc participation on 1930.  Ice hockey in Germany was first olympic participation on 1928.  The medal wins of Ice hockey in Germany is WC:  2xSilver, 2xBronze   OG:  2xBronze. 	Ice hockey in Armenia has never gotten an award.	0
1098	T1285	GW12	 The genres of Cascada are EDM, Eurodance, trance, electro house, house, dance-pop, electropop.  The years active of Cascada is 2004-present.  The labels of Cascada are Zooland, AATW, Robbins, Spinnin', Kontor.  The associated acts of Cascada are Siria, Diamond, Akira, Carlprit, Hardwell. 	Zooland, AATW and Robbins are five of seven labels associated with the band Cascada.	1
65	T205	GW4	 The patronage of Saint Joan of Arc are France ,  martyrs ,  captives ,  military personnel ,  people ridiculed for their piety ,  prisoners ,  soldiers, women who have served in the WAVES (Women Accepted for Volunteer Emergency Service) ,  and Women's Army Corps.   Saint Joan of Arc was born as Jeanne d'Arc 6 January  c.   1412  Domremy, Duchy of Bar, Kingdom of France.  The beatified of Saint Joan of Arc was on 18 April 1909, Notre-Dame de Paris, by Pope Pius X.  The canonized of Saint Joan of Arc was on 16 May 1920, St. Peter's Basilica, Rome by Pope Benedict XV. 	Saint Joan of Arc was from Gabon.	0
850	T2487	GW110	 Karl Joseph O'Callaghan APM was born on 1956 , England.  The country of Karl Joseph O'Callaghan APM is Western Australia Police.  The department of Karl Joseph O'Callaghan APM is Western Australia Police.  The awards of Karl Joseph O'Callaghan APM is Australian Police Medal.  	Karl Joseph O'Callaghan never left Cabo Verde after moving from England.	1
1173	T2496	GW116	 The songwriter(s) of Already Taken are Tremaine Neverson, Ester Dean, Robert Kelly, Jamal Jones, Alja Jackson, Jason Perry.  The producer(s) of Already Taken is Polow da Don.   Already Taken was recorded on 2010.  The length of Already Taken is 4:03. 	Already Taken has 1 producer.	0
1757	T2027	GW77	 Hot Fuss is a album.  Hot Fuss was released on June 7, 2004.  Hot Fuss was recorded on 2003.  The studio of Hot Fuss are The Hearse (Berkeley, California), Cornerstone (Los Angeles, California), Dave Keuning's apartment (Las Vegas, Nevada). 	The album was not recorded and finished completely in 2003 and was released in 2004 in June .	1
992	T646	GW54	 In the box office, Deepwater Horizon made $121.8 million.   The running time of Deepwater Horizon is 107 minutes.  The release date of Deepwater Horizon are September 13, 2016 (2016-09-13) (TIFF), September 30, 2016 (2016-09-30) (United States).  Deepwater Horizon was based on Deepwater Horizon's Final Hours  , by David Barstow , David Rohde , Stephanie Saul. 	September 13 , 2016 ( TIFF ) was not its initial release	2
198	T688	GW28	   The born of Dennis Gabor is Günszberg Dénes , (1900-06-05)5 June 1900 , Budapest, Kingdom of Hungary.  Dennis Gabor died on 9 February 1979(1979-02-09) (aged 78) , London, England.  The spouse(s) of Dennis Gabor is Marjorie Louise Butler ( m. 1936) (1911-1981).  The awards of Dennis Gabor was on FRS (1956), Young Medal and Prize (1967), Rumford Medal (1968), IEEE Medal of Honor (1970), Nobel Prize in Physics (1971).   	Dennis Gabor was not a 20th century Nobel Price winning Physicist . .	0
299	T883	GW27	 Charles IV of Spain and His Family is a painting.  The artist of Charles IV of Spain and His Family is Francisco Goya.  The medium of Charles IV of Spain and His Family is Oil on canvas.  The location of Charles IV of Spain and His Family is Museo del Prado, Madrid.  	'Charles IV of Cyprus and His Family' is Goya's only oil on canvas,	1
832	T2437	GW124	 The year of Hotel Lobby is 1943.  The medium of Hotel Lobby is Oil on canvas.  The dimensions of Hotel Lobby is 81.9 cm (32.2 in)   103.5 cm (40.7 in).  The location of Hotel Lobby is Indianapolis Museum of Art.  	Hotel Lobby was created in Caldwell.	1
1112	T343	GW27	   Kamelot is a musician.  The origin of Kamelot is Tampa, Florida, United States.  The genres of Kamelot are Power metal , heavy metal , progressive metal , symphonic metal.  The labels of Kamelot are Napalm , Noise , SPV , Sanctuary , Edel.   	Kamelot is the only heavy metal band from Elk Grove.	1
247	T731	GW6	 Cristin Milioti is a person.  Cristin Milioti was born on (1985-08-16) August 16, 1985 (age 33) , Cherry Hill, New Jersey, U.S..  The occupation of Cristin Milioti are Actress, singer.  The years active of Cristin Milioti is 2006-present.  	Cristin Milioti became active at age after turning 10.	0
101	T357	GW0	 The prime minister  of Republic of Bulgaria is Boyko Borisov.  The capital and largest city was on Sofia 42Â°41â²N 23Â°19â²E / 42.683Â°N 23.317Â°E.  The official script of Republic of Bulgaria is Cyrillic.  The president  of Republic of Bulgaria is Rumen Radev. 	Rumen Radev is the longest serving president of Sint Maarten (Dutch part).	1
1125	T1340	GW4	 The academic staff of Maulana Azad National Institute of Technology is 308.  The former names of Maulana Azad National Institute of Technology is Maulana Azad College of Technology; Regional Engineering College, Bhopal.  The chairperson of Maulana Azad National Institute of Technology is Geetha Bali.  The director of Maulana Azad National Institute of Technology is Dr.Narendra Raghuvanshi. 	The Maulana Azad National Institute of Technology doesn't have the same chairperson and director .	2
550	T411	GW33	 The origin of Foghat is London, England, United Kingdom.  The genres of Foghat are Blues rock , boogie rock , hard rock , light metal.  The years active of Foghat was on 1971 - 1984 , 1986 - present.  The associated acts of Foghat is Savoy Brown. 	Foghat is not inactive from 1984-1986	1
1086	T1613	GW4	   The spouse(s) of Josef Mengele are Irene Schonbein ( m. 1939 ;  div. 1954), Martha Mengele (widow of his brother Karl) ( m. 1958).   Josef Mengele was born on ( 1911-03-16 ) 16 March 1911 Gunzburg, Bavaria, Germany.  Josef Mengele died on 7 February 1979 (1979-02-07)  (aged 67) Bertioga, Sao Paulo, Brazil.  The awards of Josef Mengele is Iron Cross First Class  Black Badge for the Wounded  Medal for the Care of the German People.   	Josef Mengele got married after he fled Cayman Islands.	1
258	T2028	GW94	   The production company of Hot Fuzz are StudioCanal, Working Title Films, Big Talk Productions.  Hot Fuzz is a movie.  The release date of Hot Fuzz are 16 February 2007 (United Kingdom), 20 April 2007 (United States), 18 July 2007 (France).  In the box office, Hot Fuzz made $80.7 million  (United States).    	Working Title Films was not made in German .	2
461	T1100	GW14	 Catherine was born as Catherine Elizabeth Middleton ,  (1982-01-09) 9 January 1982 (age 36) , Royal Berkshire Hospital, Reading, Berkshire, England.  The issue of Catherine are Prince George of Cambridge, Princess Charlotte of Cambridge, Prince Louis of Cambridge.  The father of Catherine is Michael Middleton.  The mother of Catherine is Carole Goldsmith.  	Carole Goldsmith was never in Goose Creek.	0
1034	T1871	GW69	 I Decided was released on February 3, 2017.  The studio of I Decided are Big Island, Kona, HI, Doe, Los Angeles, CA, Germano, New York City, NY, Glenwood Place, Burbank, CA, Max Martin's Studio, Los Angeles, CA, Metropolis, London, UK, Vatican, Los Angeles, CA.  The label of I Decided are Def Jam, GOOD.  The producer of I Decided are Big Sean (also exec.), Kanye West (exec.), Allen Ritter, Amaire Johnson, Cary Singer, Detail, DJ Dahi, DJ Khalil, DJ Mustard, FrancisGotHeat, Fuse, Gregg Rominiecki, Hey DJ Camper, Hitmaka, Key Wane, Maximilian Jaeger, Metro Boomin, RobGotBeats, Sidney Swift, Smash David, The Track Burnaz, Travis Scott, Tre Pounds, WondaGurl.  	I didn't decide ' is a studio album released on February 3 , 2017 by labels - Def Jam and GOOD .	0
911	T2326	GW116	 Elvis Presley is a album.  Elvis Presley was released on March 23, 1956.  Elvis Presley was recorded on July 1954 to January 1956.  The length of Elvis Presley is 28:03. 	The album is 2 minutes in length.	0
1350	T1827	GW86	 The years active of In This Moment is 2005-present.  The labels of In This Moment are Century Media, Atlantic, Roadrunner.  The associated acts of In This Moment are Papa Roach, Rob Halford, New Years Day, Lacuna Coil, Motionless in White, Halestorm.  The website of In This Moment is inthismomentofficial .com.  	In This Moment has been active for over 18 years.	0
273	T1601	GW1	   Jimmy Eat World is a musician.  The origin of Jimmy Eat World is Mesa, Arizona, U.S..  The genres of Jimmy Eat World are Alternative rock, emo pop, emo,  power pop, pop punk.  The labels of Jimmy Eat World are Wooden Blue, Capitol, Fueled by Ramen, Big Wheel Recreation, DreamWorks, Better Looking, Interscope, Western Tread, Geffen, DGC, RCA, Dine Alone.   	Jimmy Eat World didn't make more music on the Capitol label than Dreamworks .	1
1064	T1083	GW12	   The manufacturer of Bundaberg Rum is Bundaberg Distilling Company.  The distributor of Bundaberg Rum is Diageo.  The country of origin of Bundaberg Rum is Australia.  The website of Bundaberg Rum is http://www.bundabergrum.com.au.    	Bundaberg Distilling Company is the manufacturer for Bundaberg Run in French Polynesia.	0
504	T1194	GW6	 Celtic Woman is a musician.  The origin of Celtic Woman is Ireland.  The genres of Celtic Woman are Celtic, Folk, New-Age Music, Christian, AC/Pop, Classical Crossover.  The labels of Celtic Woman is Manhattan. 	The Chesapeake label has only signed one Irish band.	1
878	T621	GW35	 Diana and Actaeon is a painting.  The artist of Diana and Actaeon is Titian.  The medium of Diana and Actaeon is Oil on canvas.  The location of Diana and Actaeon is National Gallery, London.  	Diana and Actaeon is not a digital painting .	2
1991	T2314	GW116	 The portuguese timor was on 16th century.  The independence declared was on 28 November 1975.  The administered by untaet was on 25 October 1999.  The independence restored was on 20 May 2002.  	Portuguese Timor didn't happen over 200 years .	1
923	T1036	GW6	 The production company of Bright are Overbrook Entertainment, Trigger Warning Entertainment, Grand Electric, Netflix.  The release date of Bright are December 13, 2017 (2017-12-13) (Regency Village Theater), December 22, 2017 (2017-12-22) (United States).  Bright was music by David Sardy.  The cinematography of Bright was by Roman Vasyanov. 	The music of Bright was not provided by its director .	2
471	T1118	GW22	 The key people of Epilepsy Outlook is Jacqui Gettings (Operations Manager).  The location of Epilepsy Outlook is 79 Park Road, The Arches, Hartlepool, UK, TS24 7PW.  The area served of Epilepsy Outlook is Hartlepool, Redcar, Cleveland.  The formerly called of Epilepsy Outlook is Hartlepool Epilepsy Group.  	Epilepsy Outlook serves only in Hartlepool, Redcar and Norwalk areas.	1
246	T277	GW28	   Charo was born as (Disputed DOB) Molina de Segura, Region of Murcia, Spain.  The years active of Charo was on 1963 - present.  The spouse(s) of Charo are Xavier Cugat (1966 - 1978) , Kjell Rasten (1978 - present).  The number of children of Charo are 1.    	Charo's career hasn't spanned eight decades .	2
916	T2609	GW68	 Pamela Rabe was born as Pamela June Koropatnick ,  (1959-04-30) 30 April 1959 (age 60) , Oakville, Ontario, Canada.  The years active of Pamela Rabe is 1981-present  ,   (film, theatre & television).  The notable work of Pamela Rabe was on Sirens   (1994)   ,   CosÃ¬   (1996)   ,   Paradise Road   (1997)   ,   The Well   (1997)   ,   Wentworth   (TV 2014-present).  The spouse(s) of Pamela Rabe is Roger Hodgman ( m. 1984). 	Rabe was living in Andorra in 1982.	1
208	T593	GW54	 The density of Delhi is 11,312/km 2  (29,298/sq mi).  The urban area of Delhi is 16,349,831 (2nd).  The megacity of Delhi is 11,034,555 (2nd).  The metro (2016) of Delhi is 26,454,000 (1st). 	Delhi is the second-largest urban agglomeration in Liechtenstein by population (16,349,831).	1
1147	T1769	GW2	 In Rainbows is a album.  The genre of In Rainbows are Alternative rock, art rock, experimental rock, art pop.  The label of In Rainbows are Self-released, Xurbia Xendless, XL, TBD.  The producer of In Rainbows is Nigel Godrich.  	In Rainbows is not a rock/pop album produced by Nigel Godrich .	0
1299	T794	GW14	   David with the Head of Goliath is a painting.  The artist of David with the Head of Goliath is Caravaggio.  The medium of David with the Head of Goliath is Oil on canvas.  The location of David with the Head of Goliath is Galleria Borghese.    	David with the Head of Goliath was painted in Macao SAR.	1
1053	T948	GW28	   Kingdom of France Royaume de France is a country.  The common languages of Kingdom of France Royaume de France is French.  The religion of Kingdom of France Royaume de France is Roman Catholicism.  The prime minister of Kingdom of France Royaume de France are Charles de Benevent  (first) (1815), Jules de Polignac  (last) (1829-1830).   	Kingdom of Central African Republic was a Christian, French-speaking country led by royalty.	0
860	T1543	GW4	 Keira Knightley was born on ( 1985-03-26 )  26 March 1985  (age 33)   Teddington, London, England.  The years active of Keira Knightley is 1993-present.  The spouse(s) of Keira Knightley is James Righton ( m.  2013).  The number of children of Keira Knightley are 1. 	Keira Knightley began acting when she was 11 years old.	0
570	T679	GW28	 Destroyer is a album.  Destroyer was released on March 15, 1976.  The recorded of Destroyer is 3-6 September 1975 at Electric Lady Studios and January-February 1976 at Record Plant Studios, New York City.  The label of Destroyer is Casablanca. 	Destroyer didn't take more than a year to record and release .	2
1380	T1201	GW22	 The relatives of Casey Affleck is Ben Affleck (brother).  Casey Affleck was born as Caleb Casey McGuire Affleck-Boldt ,  (1975-08-12) August 12, 1975 (age 43) , Falmouth, Massachusetts, U.S..  The alma mater of Casey Affleck is Columbia University.  The spouse(s) of Casey Affleck is Summer Phoenix , ( m. 2006;  div. 2017). 	Caleb Casey McGuire Affleck-Boldt was born on August 14, 463, in Falmouth, Massachusetts, U.S.	0
236	T40	GW4	   The owner of Bushwacker is Julio Moreno, Julio Moreno Bucking Bulls.  The years active of Bushwacker was on 2009 - 2014.  The breed of Bushwacker is American Bucking Bull.  The sex of Bushwacker is Bull.   	The bull Bushwacker continued to work through 1301.	0
197	T1456		The aphelion of Jupiter is 816.62 million km (5.4588 AU).  The perihelion of Jupiter is 740.52 million km (4.9501 AU).  The semi-major axis of Jupiter is 778.57 million km (5.2044 AU).  The average orbital speed of Jupiter is 13.07 km/s (8.12 mi/s).	The orbital speed of Jupiter is less than 2 km/s.	0
353	T1189	GW28	 The birth name of Carol Burnett is Carol Creighton Burnett.  Carol Burnett was born on (1933-04-26) April 26, 1933 (age 85) , San Antonio, Texas, U.S..  The spouse of Carol Burnett is Don Saroyan , ( m. 1955;  div. 1962) , Joe Hamilton , ( m. 1963;  div. 1984) , Brian Miller ,  ( m. 2001).  The number of children of Carol Burnett are 3, including Carrie and Erin Hamilton. 	Carol Burnett has two daughters and one son from five marriages.	1
2	T1016	GW27	 The religion of Caliphate of Cordoba are Sunni Islam, Roman Catholicism, Judaism.  The caliph of Caliphate of Cordoba is Abd ar-Rahman III (929 - 961).  The abd ar-rahman iii proclaimed caliph of cordoba was on 929.  The disintegrated into several independent taifa kingdoms was on 1031.  	The Caliphate of C—rdoba lasted less than eighty-nine years.	0
1255	T2575	GW107	 The relatives of Penny Pritzker is Donald Pritzker (father) , J. B. Pritzker (brother) , Anthony Pritzker (brother).  The in office of Penny Pritzker was on June 26, 2013 – January 20, 2017.  The number of children of Penny Pritzker are 2.  Penny Pritzker was born as Penny Sue Pritzker ,  (1959-05-02) May 2, 1959 (age 60) , Chicago, Illinois, U.S.. 	Penny Pritzker is over 116 years old.	0
358	T99	GW1	 The associated acts of Bruce Dickinson is Iron Maiden, Samson, Tribe of Gypsies, Sack Trick.  Bruce Dickinson was born on ( 1958-08-07 )  7 August 1958  (age 60)  Worksop, England.  The occupation(s) of Bruce Dickinson is Musician, songwriter, pilot, author, broadcaster, entrepreneur.  The years active of Bruce Dickinson was on 1976 - present. 	Bruce Dickinson has had an active career for more than 32 years.	0
792	T2369	GW89	 Goats Head Soup is a album.  Goats Head Soup was released on 31 August 1973.  Goats Head Soup was recorded on 25 November - 21 December 1972 and 23 May - 20 June 1973, Dynamic Sound Studio, Kingston, Jamaica, 16 to 18 January 1973, SIR Studios, Los Angeles, U.S.A., 23 May - 20 June, 1973, Island Recording Studios, London, England..  The producer of Goats Head Soup is Jimmy Miller.  	Goats Head Soup was recorded only in British Virgin Islands.	0
346	T946	GW51	 The british protected state was on 17 September 1888.  The japanese occupation was on 1941 - 1945.  The independence fromthe united kingdom was on 1 January 1984.  The asean declaration was on 7 January 1984.  	The Nation of Brunei was occupied by Algeria during WWII in the 1940's.	0
814	T2003	GW4	 The origin of Incubus is Calabasas, California, United States.  The genres of Incubus are Alternative rock, alternative metal, funk rock, funk metal, nu metal, post-grunge.  The years active of Incubus was on 1991 - present.  The labels of Incubus are Island, Epic/Immortal, Wright Entertainment Group. 	The band Incubus has been together over 13 years.	0
476	T432	GW14	 Concrete and Gold was released on September 15, 2017.  Concrete and Gold was recorded on December 2016 - May 2017.  The studio of Concrete and Gold is EastWest Studios (Hollywood, California).  The length of Concrete and Gold is 48 : 17. 	It took 2/1 of a year to record Concrete and Gold.	0
1357	T1688	GW4	   The awards of John Cyril Porte are Order of St Michael and St George, Navy Distinguished Service Medal (United States).   John Cyril Porte was born on ( 1884-02-26 ) 26 February 1884  Bandon, County Cork, Ireland.  John Cyril Porte died on 22 October 1919 (1919-10-22)  (aged 35)  Brighton, England.  The cause of death of John Cyril Porte is Pulmonary tuberculosis.   	John Cyril Porte lived their entire life in Estonia.	0
1475	T1801	GW84	 The institutions of Hugh Bradner are Champion Paper &amp; Fiber Co. (1936-1937), California Institute of Technology (1938-1941), US Naval Ordnance Laboratory (1941-1943), University of Chicago (1943-1943), Los Alamos National Laboratory (1943-1946), University of California, Berkeley (1946-1961), University of California, San Diego (1961-1980).  The alma mater of Hugh Bradner are Miami University - A.B. (1937), California Institute of Technology - Ph.D. (1941).  The awards of Hugh Bradner are Miami University Medal (1960),  Sc.D. (Honorary), Miami University (1961).  The fields of Hugh Bradner are Engineering, physics, geophysics. 	Hugh Bradner didn't spend more time working in engineering than in physics .	1
105	T360	GW14	 Charles (Prince of Wales) is a person.  Charles (Prince of Wales) was born on 14 November 1948 ( 1948-11-14 )   (age 70)  Buckingham Palace, London, England.  The spouse of Charles (Prince of Wales) are Lady Diana Spencer ( m.   1981 ;  div.   1996 )  , Camilla Parker Bowles  ( m.   2005 ).  The issue of Charles (Prince of Wales) are Prince William, Duke of Cambridge , Prince Harry, Duke of Sussex.  	Prince Charles met Camilla in Murfreesboro.	1
585	T1484	GW28	 Jonathan Rhys Meyers was born on 27 July 1977  (age 41)   Dublin, Ireland.  The residence of Jonathan Rhys Meyers is London, England Hollywood Hills, California, U.S..  The nationality of Jonathan Rhys Meyers is Irish.  The home town of Jonathan Rhys Meyers is County Cork, Ireland. 	Jonathan Rhys Meyers is an actor from Dublin, Armenia.	0
705	T614	GW51	 Darkness on the Edge of Town is a album.  Darkness on the Edge of Town was released on June 2, 1978.  The studio of Darkness on the Edge of Town is Record Plant Studios in New York.  The producer of Darkness on the Edge of Town is Bruce Springsteen, Jon Landau, (Assistance:) Steven Van Zandt.  	Darkness on the Edge of Town was one of Bruce Springsteen's first solo albums.	1
1367	T2703	GW118	 The traded as of Électricité de France S.A. is Euronext: EDF , CAC Next 20 Component.  The owner of Électricité de France S.A. is French State : (84.5%).  The number of number of employees of Électricité de France S.A. is 152,030  (2017).  Électricité de France S.A. was founded on 1946; 73 years ago (1946). 	Number of employees as of 1138 for Électricité de France S.A was 221,59	0
863	T326	GW4	 By the Way is a album.  By the Way was released on July 9, 2002.  By the Way was recorded on November 2001 - May 2002.  The studio of By the Way is Cello Studios and Chateau Marmont in Los Angeles. 	The album By the Way was all not recorded in one town .	1
361	T1535	GW28	   Joe Jonas was born on August 15, 1989  (age 29)   Casa Grande, Arizona, U.S..  The associated acts of Joe Jonas are Jonas Brothers, DNCE, Demi Lovato.   The years active of Joe Jonas is 2004-present.  The partner(s) of Joe Jonas is Sophie Turner (2016-present; engaged 2017).   	Joe Jonas has not been active since his twenties .	2
1257	T2479	GW86	 Seven Samurai was distributed by Toho.  Seven Samurai was produced by Sōjirō Motoki.  The budget of Seven Samurai is ¥125 million ($1.1 million).  In the box office, Seven Samurai made ¥268 million ($2.3 million).  	eleven Samurai made a profit.	0
319	T798	GW4	   Colin Kaepernick is a person.  The born: of Colin Kaepernick was on (1987-11-03) November 3, 1987 (age 31) , Milwaukee, Wisconsin.  The height: of Colin Kaepernick is 6 ft 4 in (1.93 m).  The weight: of Colin Kaepernick is 230 lb (104 kg).    	Colin Kaepernick was born after 1068.	0
1242	T2677	GW115	 In the box office, Stagecoach made $1,103,757.   The release date of Stagecoach are February 2, 1939 (1939-02-02) (Los Angeles), March 3, 1939 (1939-03-03) (U.S.).  The running time of Stagecoach is 96 minutes.  The budget of Stagecoach is $531,374. 	Stagecoach Running time 17 minutes	0
312	T901	GW27	 The first imperial unification was on 221 BCE.  The republic established was on 1 January 1912.  The proclamation of the people's republic was on 1 October 1949.  The last polity admitted was on 20 December 1999.  	The Republic of 1912 put an end to imperial times in St. Martin (French part).	1
91	T288	GW27	 The birth name of Johnny Hallyday is Jean-Philippe Leo Smet.  Johnny Hallyday was born on 15 June 1943  ( 1943-06-15 )   Paris, France.  The died of Johnny Hallyday is 5 December 2017 (2017-12-05)  (aged 74)  Marnes-la-Coquette, France.  The spouse(s) of Johnny Hallyday are Sylvie Vartan ( m.  1965;  div.  1980) , fr:Babeth Etienne ( m.  1981;  div.  1982) , fr:Adeline Blondieau ( m.  1990;  div.  1992)  ( m.  1994;  div.  1995) , fr:Laeticia Hallyday ( m.  1996). 	Jean-Philippe LÅ½o Smet died in Iceland.	0
425	T190	GW4	 Chew has a Monthly schedule.  The format of Chew is Ongoing series.  The publication date of Chew was on June   2009 - November   2016.  The no. of issues of Chew is 60. 	Chew hasn't had only 20 issues released .	2
