index	table_id	annotator_id	premise	hypothesis	label
577	T722	GW28	   The type of Coca-Cola Light Sango is Orange-flavoured Cola.  The manufacturer of Coca-Cola Light Sango is The Coca-Cola Company.  The country of origin of Coca-Cola Light Sango is Belgium.  Coca-Cola Light Sango was introduced on 2005.   	Coca-Cola Light Sango has been around for a decade.	0
1065	T1701	GW1	   John Barrowman is a person.  The birth name of John Barrowman is John Scot Barrowman.  The website of John Barrowman is Official website.   The occupation of John Barrowman are Actor, singer, television presenter, author, comic book writer.   	Before becoming a vocalist, John Barrowman worked as a novelist.	1
1041	T1542	GW84	   The parent(s) of Joaquin Phoenix are Arlyn Phoenix, John Lee Bottom.  Joaquin Phoenix was born on ( 1974-10-28 )  October 28, 1974  (age 44)   San Juan, Puerto Rico.  The birth name of Joaquin Phoenix is Joaquin Rafael Bottom.  The residence of Joaquin Phoenix is Hollywood Hills, California, U.S..   	Joaquin Phoenix spent more time in California than in any other state.	1
1009	T1665	GW84	   The political party of Julian Assange was on Independent (since 2015), WikiLeaks (2012-2015).  The spouse(s) of Julian Assange is Teresa Doe ( m. 1989;  div. 1999).  The partner(s) of Julian Assange is Sarah Harrison ( esp.  2009;  sep.  2012).  The awards of Julian Assange are Index on Censorship's Freedom of Expression Awards' Economist New Media Award, Amnesty UK Media Award , Sam Adams Award, Le Monde Readers' Choice Award for Person of the Year, Time Readers' Choice Award for Person of the Year, Sydney Peace Prize, Martha Gellhorn Award, Walkley Award.    	In 2015, Julian Assange received more honours than he did in 2008.	2
62	T331	GW4	   The birth name of Bryan Adams OC OBC is Bryan Guy Adams.  Bryan Adams OC OBC was born on 5 November 1959 ( 1959-11-05 ) (age 59)  Kingston, Ontario, Canada.  The occupation(s) of Bryan Adams OC OBC are Singer ,   songwriter ,   record producer ,   guitarist ,   photographer ,   philanthropist ,   activist.  The years active of Bryan Adams OC OBC was on 1975 - present.   	Bryan Adams was born in the winter of 1959 in the Canadian province of Ontario.	2
850	T628	GW51	   Dave Matthews Band is a musician.  The origin of Dave Matthews Band is Charlottesville, Virginia, United States.  The genres of Dave Matthews Band are Rock, jam band, jazz fusion, folk rock, funk rock, pop rock, pop, soft rock, adult contemporary, alternative rock.  The associated acts of Dave Matthews Band are Dave Matthews and Tim Reynolds, Pearl Jam, Béla Fleck and the Flecktones, Phish, Mumford and Sons, Ed Sheeran, John Mayer.   	Dave Matthews Band's main vocalist is from South Africa.	1
1426	T1815	GW93	   The city area of Ithaca is 6.07 sq mi (15.73 km 2 ).  The urban area of Ithaca is 24.581 sq mi (63.66 km2).  The metro area of Ithaca is 474.649 sq mi (1,229.34 km2).  The elevation of Ithaca is 404 ft (123 m).    	Ithaca is 500 feet above sea level.	0
551	T1677	GW28	   Johannes Gutenberg was born on c.  1400  Mainz, Electorate of Mainz in the Holy Roman Empire.  Johannes Gutenberg died on February 3, 1468 (aged about 68)  Mainz, Electorate of Mainz in the Holy Roman Empire.  The occupation of Johannes Gutenberg are Engraver, inventor, printer.  Johannes Gutenberg was known for The invention of the movable-type printing press.    	During the reign of the Holy Roman Empire, Johannes Gutenberg lived.	2
1043	T1329	GW27	   Cannibal Corpse is a musician.  The genres of Cannibal Corpse is Death metal.  The labels of Cannibal Corpse is Metal Blade.  The associated acts of Cannibal Corpse are Tirant Sin, Slayer, Six Feet Under, Beyond Death.   	The Metal Blade label's lone death metal band is 'Cannibal Corpse.'	1
13	T792	GW4	   David Ronald de Mey Warren AO was born on (1925-03-20)20 March 1925 , Groote Eylandt, Northern Territory, Australia.  David Ronald de Mey Warren AO died on 19 July 2010(2010-07-19) (aged 85) , Melbourne, Australia.  David Ronald de Mey Warren AO was known for Flight data recorder, cockpit voice recorder, 'the black box'.  The institutions of David Ronald de Mey Warren AO is Defence Science and Technology Organisation.    	David Ronald de Mey Warren created a plane-flying machine.	2
1506	T1646	GW28	   Joe Budden was born on ( 1980-08-31 )  August 31, 1980  (age 38)  New York, New York.  The origin of Joe Budden is Jersey City, New Jersey.  The years active of Joe Budden is 1999-present.  The labels of Joe Budden are Mood Muzik, EMPIRE (current), Desert Storm, Def Jam, Amalgam Digital, E1 (former).   	Joe Budden began his profession while he was in his twenties.	0
1167	T1495	GW1	   KARD was also known as K.A.R.D.  The years active of KARD is 2016-present.  The associated acts of KARD are Heo Youngji, Super Junior.  The website of KARD is http://www.kard-official.com/.    	Some of the members of KARD are also members of Super Junior.	1
1292	T1532	GW14	   The genres of Jefferson Starship are Rock, hard rock, psychedelic rock, progressive rock, soft rock.  The years active of Jefferson Starship was on 1970-1984, 1992-present.  The associated acts of Jefferson Starship are Jefferson Airplane, Starship, KBC Band, Hot Tuna.  The website of Jefferson Starship is www .jeffersonstarship .net.    	Since 1970, Jefferson Starship has been touring nonstop.	0
620	T622	GW51	   City of London is a person.  The lord mayor of City of London is Peter Estlin.  The town clerk of City of London is John Barradell.  The uk parliament of City of London is Mark Field (Con; Cities of London and Westminster).    	There are four mayors in the City of London.	0
429	T68	GW4	   The origin of Jet is Melbourne, Victoria, Australia.  The genres of Jet is Garage rock, hard rock, alternative rock, indie rock.  The labels of Jet is Atlantic, Elektra, EMI Music Group, Rubber.  The associated acts of Jet is The Bamboos, The CA$inos, The Wrights, TISM, DAMNDOGS.    	In Australia, the band Jet was created.	2
1499	T1230	GW72	   Brigitte Nielsen was born as Gitte Nielsen ,  (1963-07-15) 15 July 1963 (age 55) , Rødovre, Denmark.  The years active of Brigitte Nielsen is 1984-present.  The spouse(s) of Brigitte Nielsen is Kasper Winding ( m. 1983-1984) , Sylvester Stallone , ( m. 1985;  div. 1987) , Sebastian Copeland ( m. 1990-1992) , Raoul Meyer ( m. 1993-2005) , Mattia Dessi ( m. 2006).  The number of children of Brigitte Nielsen are 5.    	Brigitte Nielsen married four times throughout her life.	2
685	T622	GW28	   The body of City of London is City of London Corporation.  The town clerk of City of London is John Barradell.  The london assembly of City of London is Unmesh Desai (Lab; City and East).  The uk parliament of City of London is Mark Field (Con; Cities of London and Westminster).    	The London metropolitan region includes the City of London.	1
703	T2028	GW28	   Hot Fuzz was directed by Edgar Wright.  Hot Fuzz was written by Edgar Wright, Simon Pegg.  Hot Fuzz was starring Simon Pegg, Nick Frost.  Hot Fuzz was edited by Chris Dickens.   	Hot Fuzz was written, directed, and featured Simon Pegg.	0
208	T1456	GW4	   The inclination of Jupiter are 1.303 to ecliptic, 6.09 to Sun's equator, 0.32 to invariable plane.  The orbital period of Jupiter are 11.862 yr, 4,332.59 d, 10,475.8 Jovian solar days.  The aphelion of Jupiter is 816.62 million km (5.4588 AU).  The average orbital speed of Jupiter is 13.07 km/s (8.12 mi/s).   	Jupiter's orbit around the sun takes almost ten years.	2
1222	T2007	GW103	   The upper house of Republic of India is Rajya Sabha.  The lower house of Republic of India is Lok Sabha.   The vice president  of Republic of India is Venkaiah Naidu.  The speaker of the lok sabha  of Republic of India is Sumitra Mahajan.   	The Speaker of the Lok Sabha is Sumitra Mahajan.	0
835	T1618	GW1	   Jupiter and Io is a painting.  The artist of Jupiter and Io is Antonio da Correggio.  The medium of Jupiter and Io is Oil on canvas.  The location of Jupiter and Io is Kunsthistorisches Museum.    	The Kunsthistorisches Museum has Jupiter and Io on loan.	1
1198	T1178	GW28	   American Institute of Physics is a organization.  The executive director and ceo of American Institute of Physics is H. Frederick Dylla.  The number of type of American Institute of Physics is 501(c)(3) not-for-profit membership corporation.  The number of membership of American Institute of Physics is 120,000 scientists, engineers, educators, and students.   	The American Institute of Physics is a dues-paying membership organisation.	1
1236	T1700	GW4	   Kamloops is a city.  The type of Kamloops is Elected city council.  The mayor of Kamloops is Ken Christian.  The governing body of Kamloops is Kamloops City Council.   	The mayor of Kamloops is up for election.	1
374	T408	GW0	   Karen Gillan was born on 28 November 1987 ( 1987-11-28 ) (age 31)   Inverness, Scotland.  The alma mater of Karen Gillan is Italia Conti Academy of Theatre Arts.  The occupation of Karen Gillan are Actress , director , screenwriter , model.  The years active of Karen Gillan was on 2006 - present.   	Karen Gilan attended a school for the performing arts.	2
708	T1600	GW84	   Karoly Zipernowsky was born on 4 April 1853  Vienna, Habsburg Empire.  Karoly Zipernowsky died on ( 1942-11-29 ) 29 November 1942  Budapest, Hungary.  The education of Karoly Zipernowsky is Technical University of Budapest.  The institutions of Karoly Zipernowsky is Ganz Works.   	At Budapest's Technical University, Kroly Zipernowsky was the best in his class.	1
1334	T1467	GW1	   Joanne was recorded on 2015-2016.  The studio of Joanne are Pink Duck Studios (Burbank, California), GenPop Laboratory (Los Angeles, California), Green Oak Studios (Los Angeles, California), Vox Recording Studios (Los Angeles, California), Dragonfly Recording Studios(Malibu, California), Gypsy Palace (Malibu, California), Shangri-La Studios (Malibu, California), Diamond Mine Recording Co. (New York, New York), Electric Lady Studios (New York, New York), The Farm (London, United Kingdom), Zelig (London, United Kingdom), 123 Studios (London, United Kingdom), Sol Studios (Playas, Ecuador).  The genre of Joanne are Country, soft rock, dance-pop.  The producer of Joanne are Mark Ronson (also exec.), Lady Gaga (also exec.), Jeff Bhasker, BloodPop, Emile Haynie, Josh Homme, Kevin Parker, RedOne.    	Prior to the recording at Electric Lady Studios, Joanne was recorded at Dragonfly Recording Studios.	1
919	T830	GW28	   Union of the Comoros is a country.  The official languages of Union of the Comoros are Comorian, Arabic, French.  The ethnic groups of Union of the Comoros are Afro-Arab 86%, Malagasy 14%.  The religion of Union of the Comoros is Sunni Islam.   	The Comoros Union is a multiethnic, multilingual, and multifaith country.	0
262	T535	GW51	   The publisher of Crisis on Infinite Earths is DC Comics.  The publication date of Crisis on Infinite Earths was on April 1985 - March 1986.  The no. of issues of Crisis on Infinite Earths is 12.  The main character(s) of Crisis on Infinite Earths are Monitor, Harbinger, Pariah, Superman (Kal-El), Superboy-Prime, Alexander Luthor Jr., Flash (Barry Allen), Psycho-Pirate, Anti-Monitor.    	The major character in Crisis on Infinite Earth was Batman, who was killed by Dumbledore in the last issue.	0
739	T19	GW0	   Bruno Abakanowicz is a person.  Bruno Abakanowicz was born on ( 1852-10-06 ) 6 October 1852  Ukmerge, Lithuania (then part of Russian Empire).  Bruno Abakanowicz died on 29 August 1900 (1900-08-29)  (aged 47)  Saint-Maur-des-Fosses, France.  The occupation of Bruno Abakanowicz are mathematician,  inventor ,  electrical engineer.    	Bruno Abakanowicz died in the years leading up to World War I.	2
671	T1508	GW84	   Josta is a food&drink.  The type of Josta is Energy soft drink.  Josta was introduced on 1995.  Josta was discontinued on 1999.   	Josta was a popular beverage in the 1990s.	2
237	T447	GW28	   The first imperial unification  was on 221   BCE.  The people's republic declared  was on 21 September 1949.  The proclamation of the people's republic  was on 1 October 1949.  The current constitution  was on 4 December 1982.   	The declaration of the People's Republic was preceded by the Proclamation of the People's Republic.	0
996	T773	GW51	   The type of Crush is Soft drink.  The manufacturer of Crush is Keurig Dr Pepper.  The distributor of Crush are Keurig Dr Pepper ,  The Coca Cola Company (Latin America),  PepsiCo (U.S. & Canada).  The related products of Crush are Fanta,  Nehi,  Orange Slice,  Sunkist.    	Dr Pepper and Keurig have teamed together to create Crush, a soft drink.	2
687	T1730	GW0	   Jon Hamm was born on March 10, 1971  (age 47)   St. Louis, Missouri, U.S..  The occupation of Jon Hamm are Actor, producer.  The years active of Jon Hamm was on 1996 - present.  The partner(s) of Jon Hamm is Jennifer Westfeldt ( c.  1997 - 2015).    	Jennifer Westfeldt and Jon Hamm married before Hamm started performing.	0
475	T840	GW4	   The genres of Dead Can Dance are Neoclassical dark wave, world, art rock, avant-garde, gothic rock.  The years active of Dead Can Dance was on 1981-1998,  2005,  2011-present.  The labels of Dead Can Dance are 4AD, Warner Bros.,  Rhino/Atlantic,  Rykodisc,  PIAS.  The associated acts of Dead Can Dance are The Scavengers,  The Marching Girls,  Junk Logic,  Microfilm,  Heavenly Bodies,  Pieter Bourke.   	In the past, Dead Can Dance had a breakup.	2
1089	T1495	GW4	   The genres of KARD are K-pop, EDM, Dancehall.  The labels of KARD is DSP Media.  The associated acts of KARD are Heo Youngji, Super Junior.  The website of KARD is http://www.kard-official.com/.    	Heo Youngji and KARD have collaborated on an album.	1
992	T735	GW14	   In the box office, Die Another Day made $435 million.   Die Another Day was distributed by MGM Distribution Co. (US)  ,  20th Century Fox (International).  The release date of Die Another Day are 20 November 2002 (2002-11-20) (United Kingdom), 22 November 2002 (2002-11-22) (USA).  The country of Die Another Day are United Kingdom  ,  United States.   	Die Another Day did better in the United States than it did in the United Kingdom at the box office.	1
1479	T1430	GW84	   The occupation of Jeff Bridges are Actor, singer, producer, composer.  The years active of Jeff Bridges is 1951-present.  The number of children of Jeff Bridges are 3.  The parent(s) of Jeff Bridges are Lloyd Bridges, Dorothy Bridges.   	Jeff Bridges began his performing career with his parents.	1
592	T562	GW28	   Definitely Maybe is a album.  The studio of Definitely Maybe are Clear Studios, Manchester, Sawmills Studios, Cornwall, The Pink Museum, Liverpool.  The genre of Definitely Maybe are Britpop, rock.  The producer of Definitely Maybe are Oasis, Mark Coyle, Owen Morris, David Batchelor.    	Definitely Maybe features a number of guest vocalists.	1
1471	T1434	GW4	   The country of Jodhpur is India.  The settled of Jodhpur is 1459.  The founded by of Jodhpur is Rao Jodha of Mandore.  The named for of Jodhpur is Rao Jodha.    	Jodhpur is a city that dates back over 2000 years.	0
1382	T1838	GW86	   Iwan Rheon was born on 13 May 1985  (age 33)   Carmarthen, Carmarthenshire, Wales.  The occupation of Iwan Rheon are Actor, singer, musician.  The genres of Iwan Rheon are Indie folk, acoustic rock.  The instruments of Iwan Rheon are Vocals, guitar.    	Iwan Rheon's music has been described as belonging to many different musical genres.	2
804	T429	GW4	   The city council of Compton, California are Mayor: Aja Brown, Janna Zurita, Isaac Galvan, Tana McCoy, Nandak Dhurjati.  The city attorney of Compton, California is Craig J. Cornwell.  The city treasurer of Compton, California is Douglas Sanders.  The city clerk of Compton, California is Alita Godwin.    	The city council of Compton, California is made up of five persons.	2
540	T200	GW0	   Bruce Willis was born as Walter Bruce Willis    ( 1955-03-19 )  March 19, 1955  (age 63)   Idar-Oberstein, Rhineland-Palatinate, West Germany.  The residence of Bruce Willis is Los Angeles County, California, U.S..  The alma mater of Bruce Willis is Montclair State University.  The years active of Bruce Willis was on 1979 - present.   	Bruce Willis was born in the same state that he now calls home.	2
1393	T1258	GW51	   The motto in english of Rutgers The State University of New Jersey New Brunswick is Sun of righteousness, shine upon the West also..  Rutgers The State University of New Jersey New Brunswick was established on November 10, 1766 (1766-11-10).  The location of Rutgers The State University of New Jersey New Brunswick is New Brunswick-Piscataway, New Jersey, U.S..  The campus of Rutgers The State University of New Jersey New Brunswick is Urban/Suburban 2,688 acres (10.88 km 2 ).   	Rutgers University is a public university in New Jersey.	2
1447	T1258	GW51	   The athletics of Rutgers The State University of New Jersey New Brunswick is NCAA Division I - Big Ten.  Rutgers The State University of New Jersey New Brunswick was established on November 10, 1766 (1766-11-10).  The endowment of Rutgers The State University of New Jersey New Brunswick is $1.220 billion (2017).  The administrative staff of Rutgers The State University of New Jersey New Brunswick is 5,340.   	Rutgers is New Jersey's oldest university, with a history dating back over 250 years.	1
88	T1456	GW84	   The semi-major axis of Jupiter is 778.57 million km (5.2044 AU).  The known satellites of Jupiter is 79 (as of  2018).   The orbital period of Jupiter are 11.862 yr, 4,332.59 d, 10,475.8 Jovian solar days.  The average orbital speed of Jupiter is 13.07 km/s (8.12 mi/s).   	There are more than a dozen recognised satellites of Jupiter.	2
1233	T1313	GW1	   The country of Cañonero II is Venezuela.  The owner of Cañonero II is Pedro Batista , King Ranch (late 1971).  Cañonero II was foaled on (1968-04-24)April 24, 1968.  Cañonero II died on November 11, 1981(1981-11-11) (aged 13).   	Caonero II only competed in Venezuelan races.	1
7	T272	GW2	   The associated acts of Chet Baker are Gerry Mulligan , Art Pepper , Stan Getz.   Chet Baker was born on December 23, 1929 ( 1929-12-23 )  Yale, Oklahoma, United States.  Chet Baker died on May 13, 1988 (1988-05-13)  (aged 58) Amsterdam, Netherlands.  The birth name of Chet Baker is Chesney Henry Baker.   	Chesney Henry Baker is linked to Gerry Mulligan.	2
742	T1882	GW28	   Jack of Fables is a book.  The publisher of Jack of Fables is Vertigo Comics.  Jack of Fables has a Monthly schedule.  The format of Jack of Fables is Ongoing series.   	Jack of Fables was a monthly comic book series published by DC Comics.	2
251	T13	GW0	   Fearless was released on November 11, 2008  ( 2008-11-11 ).  Fearless was recorded on 2007 - 2008.  The length of Fearless is 53 : 41.  The producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , Taylor Swift.    	The film Fearless runs for more than 50 minutes.	2
812	T722	GW51	   Coca-Cola Light Sango is a food&drink.  The type of Coca-Cola Light Sango is Orange-flavoured Cola.  The country of origin of Coca-Cola Light Sango is Belgium.  The related products of Coca-Cola Light Sango are Coke Citra,  Diet Coke/Coke Light with Lime,  Diet Coke/Coke Light with Lemon,  Mezzo Mix.    	Coca-Cola Light Sango is a cola with a Belgian orange taste.	2
672	T830	GW28	   Union of the Comoros is a country.  The capitaland largest city was on Moroni , 11°41′S 43°16′E / 11.683°S 43.267°E.  The ethnic groups of Union of the Comoros are Afro-Arab 86%, Malagasy 14%.  The government of Union of the Comoros is Federal presidential republic.   	The Comoros Union is a small island off the east coast of Africa.	2
1176	T1532	GW14	   Jefferson Starship is a musician.  The genres of Jefferson Starship are Rock, hard rock, psychedelic rock, progressive rock, soft rock.  The years active of Jefferson Starship was on 1970-1984, 1992-present.  The associated acts of Jefferson Starship are Jefferson Airplane, Starship, KBC Band, Hot Tuna.   	When they formed Jefferson Starship, all of the founding members of Hot Tuna remained on.	1
402	T596	GW51	   Ciara was born as Ciara Princess Harris ,  (1985-10-25) October 25, 1985 (age 33) , Austin, Texas, U.S..  The labels of Ciara are Sho'nuff, LaFace, Jive, Epic, Warner Bros..  The associated acts of Ciara are Jazze Pha, Ludacris, Missy Elliott, Nicki Minaj.  The partner(s) of Ciara is Nayvadious Wilburn (2013-2014).   	Goodies, Ciara's first smash track, featured Petey Pablo.	1
420	T720	GW14	   David Bowie is a album.  David Bowie was released on 1 June 1967 (1967-06-01).  David Bowie was recorded on 14 November 1966 - 25 February 1967.  The studio of David Bowie is Decca Studios, London.   	The self-titled album by David Bowie was released more than a year after it had finished recording.	0
1293	T1108	GW28	   The vice mayor of Caloocan is Macario Asistio III.  The representative, 1st district of Caloocan is Dale Gonzalo Malapitan.  The representative, 2nd district of Caloocan is Edgar Erice.  The electorate of Caloocan is 648,933 voters (2016).    	Caloocan has two Representatives who are elected directly by Caloocan's eligible voters.	1
918	T742	GW4	   Crooked Teeth is a album.  The studio of Crooked Teeth is Steakhouse Studios, North Hollywood, CA.  The label of Crooked Teeth is Eleven Seven.  The producer of Crooked Teeth are RAS, Colin Brittain.    	Crooked Teeth was exclusively produced by one person.	0
1154	T1288	GW17	   The awarded for of Television/radio coverage is Most popular in Comedy.  The presented by of Television/radio coverage is Michael Parkinson (1990) , Jonathan Ross (1991-2007, 2009-2014) , Angus Deayton (2008).  Television/radio coverage was first awarded on 1990.  Television/radio coverage was last awarded on 2014.   	The final British Comedy Award was given out in 1994.	0
737	T63	GW4	   Burt Reynolds is a person.  Burt Reynolds was born as Burton Leon Reynolds Jr.   ( 1936-02-11 ) February 11, 1936  Lansing, Michigan, U.S..  Burt Reynolds died on September 6, 2018 (2018-09-06)  (aged 82)  Jupiter, Florida, U.S..  The years active of Burt Reynolds was on 1958 - 2018.   	Today, Burt Reynolds is still living.	0
351	T787	GW51	   Republic of Cuba Republica de Cuba (Spanish) is a country.  The capitaland largest city of Republic of Cuba Republica de Cuba (Spanish) is Havana 23°8′N 82°23′W / 23.133°N 82.383°W.  The ethnic groups  (2012) of Republic of Cuba Republica de Cuba (Spanish) are 64.1% White, 26.6% Mixed , (including Mulatto, Mestizo, Zambo, or Pardo), 9.3% Black.  The government of Republic of Cuba Republica de Cuba (Spanish) is Unitary Marxist-Leninist one-party socialist republic.   	The Cuban Republic is a nation in the Northern Hemisphere.	2
1180	T1529	GW84	   The labels of Jimi Hendrix are Track, Barclay, Polydor, Reprise, Capitol.  The birth name of Jimi Hendrix is Johnny Allen Hendrix.  Jimi Hendrix was born on ( 1942-11-27 ) November 27, 1942 Seattle, Washington, U.S..  The years active of Jimi Hendrix was on 1963-1970.   	Capitol Records was the first label to sign Jimi Hendrix.	1
484	T1267	GW22	   The associated acts of Brandon Flowers is The Killers.  The genres of Brandon Flowers are Alternative rock, indie rock, new wave, heartland rock, synth-pop, pop rock, post-punk revival.  The instruments of Brandon Flowers are Vocals, synthesizer, keyboards, bass.  The labels of Brandon Flowers are Island, Vertigo, Marrakesh.   	Brandon Flowers is exclusively linked with the Vertigo label and is unable to play any instruments.	0
