index	table_id	annotator_id	premise	hypothesis	label
251	T13	GW0	   Fearless was released on November 11, 2008  ( 2008-11-11 ).  Fearless was recorded on 2007 - 2008.  The length of Fearless is 53 : 41.  The producer of Fearless are Scott Borchetta  (exec.) , Nathan Chapman , Taylor Swift.    	The film Fearless runs for more than 50 minutes.	2
1657	T1730	GW0	   Jon Hamm was born on March 10, 1971  (age 47)   St. Louis, Missouri, U.S..  The alma mater of Jon Hamm is University of Missouri.  The occupation of Jon Hamm are Actor, producer.  The partner(s) of Jon Hamm is Jennifer Westfeldt ( c.  1997 - 2015).    	Jon Ham graduated with a bachelor's degrfee ni zbusiness.	1
1174	T2048	GW63	   The areas affected of 2005 NiasâSimeulue earthquake is Indonesia.  The max. intensity of 2005 NiasâSimeulue earthquake is VIII ( Severe ).  The local time of 2005 NiasâSimeulue earthquake is 23:09.  2005 NiasâSimeulue earthquake was utc time on 2005-03-28 16:09:36.   	There was a severe Earthquake that happened in Ghana after 2004.	0
322	T400	GW28	   Jordan Peele was born as Jordan Haworth Peele    ( 1979-02-21 )  February 21, 1979  (age 39)   New York City, U.S..  The alma mater of Jordan Peele is Sarah Lawrence College.  The occupation of Jordan Peele are Actor , comedian , writer , producer , director.  The spouse(s) of Jordan Peele is Chelsea Peretti ( m.  2016).   	Jorda Peele is famou ofr Get Out and KeanOu.	1
737	T512	GW51	 Denys Fisher is a person.  Denys Fisher was born on 11 May 1918  Leeds, England.  Denys Fisher died on 17 September 2002 (Aged 84)  Barrow-in-Furness, England.  Denys Fisher was known for Inventor of Spirograph. 	Fisher was not a key figure in getting One Tower Bridge built in London .	1
136	T207	GW1	   Burn Energy is a food&drink.  The type of Burn Energy is Energy Drink.  The manufacturer of Burn Energy is Monster Beverage.  The variants of Burn Energy are Burn Original , Burn Tropical , Burn Berry , Burn Blue , Burn Mocha Energy (Coffee-flavored and non-carbonated) , Burn Sugarfree , Burn Lemon Ice.    	Teh BHrn Leomn IcA variety is more popular thain hte Burn Blue variety.	1
2029	T2613	GW120	 The Commitments was directed by Alan Parker.  The release date of The Commitments are 6 August 1991 (1991-08-06) (West Hollywood), 14 August 1991 (1991-08-14) (United States).  The budget of The Commitments is $12-15 million.  In the box office, The Commitments made $14.9 million.  	The Commitments , English film was not directed by Alan Parker was released in the year 1991 earned $14 . 9 million .	0
994	T2500		The Unknown Soldier was directed by Edvin Laine.  The Unknown Soldier was produced by T. J. Särkkä.  The release date of The Unknown Soldier is December 1955 (1955-12).  The running time of The Unknown Soldier is 169 minutes.	The Unknown Soldier has 1 directors.	0
747	T2282	GW4	 The hangul of Choe Museon is ìµë¬´ì .  The hanja of Choe Museon is å´èå®£.  The revised romanization of Choe Museon is Choe Mu-seon.  The mccune-reischauer of Choe Museon is Ch'oe MusÅn.  	Choe Museon is from Austria.	1
161	T1464	GW84	   John James Rickard Macleod, FRS is a person.  John James Rickard Macleod, FRS was born on ( 1876-09-06 ) 6 September 1876  Clunie, Perthshire, Scotland.  John James Rickard Macleod, FRS died on 16 March 1935 (1935-03-16)  (aged 58)  Aberdeen, Scotland.  The awards of John James Rickard Macleod, FRS is Nobel Prize in Physiology or Medicine (1923).   	John James Rickard Macleod didn't die in a country outside of where he was born .	2
1469	T1232	GW12	 The sire of Carbine is Musket (GB).  The record of Carbine is 43: 33-6-3.  The earnings of Carbine was on ₤29,626 (a record for over 20 years).   Carbine was foaled on 1885. 	Foaled in 1885 , Carbine didn't hold an earning record for over 20 years .	1
1313	T2008	GW86	 The official languages of Hong Kong Special Administrative Region of the People's Republic of China are Chinese, English.  The regional language of Hong Kong Special Administrative Region of the People's Republic of China is Cantonese.  The official scripts of Hong Kong Special Administrative Region of the People's Republic of China are Traditional Chinese, English alphabet.  The government of Hong Kong Special Administrative Region of the People's Republic of China is Devolved executive-led system within a socialist republic. 	The Hong Kong Special Administrative Region of the People's Republic of China grants official status to more than one language.	2
1176	T1532	GW14	   Jefferson Starship is a musician.  The genres of Jefferson Starship are Rock, hard rock, psychedelic rock, progressive rock, soft rock.  The years active of Jefferson Starship was on 1970-1984, 1992-present.  The associated acts of Jefferson Starship are Jefferson Airplane, Starship, KBC Band, Hot Tuna.   	When they formed Jefferson Starship, all of the founding members of Hot Tuna remained on.	1
1045	T1422	GW74	 The birth name of Joe Walsh is Joseph Fidler.  Joe Walsh was born on ( 1947-11-20 )  November 20, 1947  (age 71)  Wichita, Kansas, U.S..  The associated acts of Joe Walsh are James Gang, Barnstorm, Eagles, Ringo Starr &amp; His All-Starr Band, John Entwistle, The Beach Boys, The Strat Pack, The Party Boys, Herbs (band), The Who, Foo Fighters.  The years active of Joe Walsh is 1964-present. 	Joe Walsh didn't begin his career after age 16 .	0
1173	T2496	GW116	 The songwriter(s) of Already Taken are Tremaine Neverson, Ester Dean, Robert Kelly, Jamal Jones, Alja Jackson, Jason Perry.  The producer(s) of Already Taken is Polow da Don.   Already Taken was recorded on 2010.  The length of Already Taken is 4:03. 	Already Taken has 1 producer.	0
76	T74	GW0	   Katharine McPhee is a musician.  The genres of Katharine McPhee are Pop, R&B.  The occupation(s) of Katharine McPhee are Actress, singer, songwriter.  The years active of Katharine McPhee was on 2005 - present.   	KathLarine SMcPhee writes evrey song that Mshe performs.	1
1739	T1882	GW28	   Jack of Fables has a Monthly schedule.  The format of Jack of Fables is Ongoing series.  The publication date of Jack of Fables was on July   2006 - March   2011.  The no. of issues of Jack of Fables is 50.   	Jack fo Fabls published weekly mfor siYx years.	0
1222	T2007	GW103	   The upper house of Republic of India is Rajya Sabha.  The lower house of Republic of India is Lok Sabha.   The vice president  of Republic of India is Venkaiah Naidu.  The speaker of the lok sabha  of Republic of India is Sumitra Mahajan.   	The Speaker of the Lok Sabha is Sumitra Mahajan.	0
898	T848	GW51	   The production company of Dear White People are Code Red Films, Duly Noted, Homegrown Pictures.  Dear White People was distributed by Lionsgate, Roadside Attractions.  The release date of Dear White People are January 18, 2014 (2014-01-18) (Sundance Film Festival), October 17, 2014 (2014-10-17) (United States).  Dear White People was produced by Effie Brown, Ann Le, Julia Lebedev, Angel Lopez, Justin Simien, Lena Waithe.   	Dear Wjite Peple is a very popular show to streaA on Neftlix since ebing origiTnally shokn at tue Sndance Film FeKstival.	1
1185	T2051	GW86	   2016 Ecuador earthquake was utc time on 2016-04-16 23:58:36.  The areas affected of 2016 Ecuador earthquake is Ecuador, Colombia, Peru.  The local time of 2016 Ecuador earthquake is 18:58:37 ECT (UTC-5).  The type of 2016 Ecuador earthquake is Thrust.   	The 2016 American Samoa earthquake was felt in more than one country.	0
903	T584	GW51	 Clerks was produced by Scott Mosier Kevin Smith.  Clerks was written by Kevin Smith.  Clerks was starring Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Jason Mewes, Lisa Spoonauer.  Clerks was edited by Scott Mosier, Kevin Smith. 	Kevin Smith wouldn't later star in a movie with Jason Mewes .	1
1372	T1758	GW28	   Ice cream cone is a food&drink.  The serving temperature of Ice cream cone is Dry and cold.  The main ingredients of Ice cream cone is Flour, sugar.  The variations of Ice cream cone are waffle cone, cake or wafer cone, pretzel cone, sugar cone, chocolate-coated cone, double cone, vanilla cone.   	A sweet treat is an ice cream cone.	2
374	T979	GW28	 CHAPPiE is a movie.  The release date of CHAPPiE are March 4, 2015 (2015-03-04) (New York City), March 6, 2015 (2015-03-06) (United States).  CHAPPiE was starring Sharlto Copley, Dev Patel, Ninja, Yolandi Visser, Jose Pablo Cantillo, Sigourney Weaver, Hugh Jackman.  The cinematography of CHAPPiE was by Trent Opaloch. 	CHAPPiE is a 21st century Alpharetta film	0
463	T807	GW51	 The genres of Culture Club are Pop rock, new wave, blue-eyed soul, soul, dance-rock.  The years active of Culture Club was on 1981-1986,  1998-2002,  2011-present.  The labels of Culture Club are Virgin, Epic, Sire, BMG.  The associated acts of Culture Club is Helen Terry. 	Culture Club broke up in 2176 and got back together for two last hurrah tour in 1881.	0
1367	T2703	GW118	 The traded as of Électricité de France S.A. is Euronext: EDF , CAC Next 20 Component.  The owner of Électricité de France S.A. is French State : (84.5%).  The number of number of employees of Électricité de France S.A. is 152,030  (2017).  Électricité de France S.A. was founded on 1946; 73 years ago (1946). 	Number of employees as of 1138 for Électricité de France S.A was 221,59	0
341	T473	GW28	   Chris Brown is a musician.  Chris Brown was born as Christopher Maurice Brown ,  (1989-05-05) May 5, 1989 (age 29) , Tappahannock, Virginia, U.S..  The associated acts of Chris Brown are Benny Benassi, Big Sean, The Game, Jacquees, Joyner Lucas, Kevin McCall, Lil Wayne, Nicki Minaj, Rihanna, Sevyn Streeter, T-Pain, Tyga.  The occupation of Chris Brown are Singer, rapper, songwriter, dancer, actor, record producer.   	Chris Brown is not an American singer .	0
1933	T2604	GW31	 Hiromu Arakawa is a person.  The born of Hiromu Arakawa is Hiromi Arakawa ,  (1973-05-08) May 8, 1973 (age 46) , Makubetsu, Japan.  The nationality of Hiromu Arakawa is Japanese.  The notable works of Hiromu Arakawa is Fullmetal Alchemist  ,  Silver Spoon  ,  Hero Tales  ,  The Heroic Legend of Arslan.  	Hiromu Arakawa won't be turning 50 years old in 2020 .	2
1266	T1363	GW28	 The role of ATR 72 is Regional airliner.  The national origin of ATR 72 is France/Italy.  ATR 72 was first flight on 27 October 1988.  The primary users of ATR 72 is Wings Air , Azul Linhas Aereas , Mount Cook Airline , Firefly. 	The ATR 72 is not a decades-old European airplane .	0
407	T447	GW27	   The people's republic declared  was on 21 September 1949.  The proclamation of the people's republic  was on 1 October 1949.  The current constitution  was on 4 December 1982.  The last polity admitted  was on 20 December 1999.    	China's conLstitution came before the Peope's Republci waQ proclaimed.	0
77	T74	GW0	   Katharine McPhee was born on ( 1984-03-25 )  March 25, 1984  (age 34)  Los Angeles, California, U.S..  The occupation(s) of Katharine McPhee are Actress, singer, songwriter.  The years active of Katharine McPhee was on 2005 - present.  The labels of Katharine McPhee are 19, RCA, Verve Forecast, Columbia, BMG.   	Katharine McPhee ahs been actinAg oveI twnety years.	0
1478	T1601	GW4	   Jimmy Eat World is a musician.  The genres of Jimmy Eat World are Alternative rock, emo pop, emo,  power pop, pop punk.  The years active of Jimmy Eat World is 1993-present.  The labels of Jimmy Eat World are Wooden Blue, Capitol, Fueled by Ramen, Big Wheel Recreation, DreamWorks, Better Looking, Interscope, Western Tread, Geffen, DGC, RCA, Dine Alone.   	Te yand Jimmy at World has noly been no 2 labels over thZir music eareer.	0
1180	T1406	GW4	   Kazakh Khanate is a country.  The common languages of Kazakh Khanate is Kazakh language.  The khan of Kazakh Khanate are Janibek Khan Kerei Khan  (first) (1465-1480), Kenesary Khan (last) (1841-1847).  The established  was on 1465.   	Kazakh Khaonate only pragticed Islam.	1
504	T1194	GW6	 Celtic Woman is a musician.  The origin of Celtic Woman is Ireland.  The genres of Celtic Woman are Celtic, Folk, New-Age Music, Christian, AC/Pop, Classical Crossover.  The labels of Celtic Woman is Manhattan. 	The Chesapeake label has only signed one Irish band.	1
812	T722	GW51	   Coca-Cola Light Sango is a food&drink.  The type of Coca-Cola Light Sango is Orange-flavoured Cola.  The country of origin of Coca-Cola Light Sango is Belgium.  The related products of Coca-Cola Light Sango are Coke Citra,  Diet Coke/Coke Light with Lime,  Diet Coke/Coke Light with Lemon,  Mezzo Mix.    	Coca-Cola Light Sango is a cola with a Belgian orange taste.	2
1236	T1700	GW4	   Kamloops is a city.  The type of Kamloops is Elected city council.  The mayor of Kamloops is Ken Christian.  The governing body of Kamloops is Kamloops City Council.   	The mayor of Kamloops is up for election.	1
686	T917	GW51	   Cairo is a city.  The city area of Cairo is 19.500.000.  The metro area of Cairo is 20.439.541.  The time zone of Cairo is UTC+2 (EET).   	Cairo is in the same time zone as many American cities.	0
1813	T2463	GW116	" Jonatan ""Cactus"" Söderström is a person.  The occupation of Jonatan ""Cactus"" Söderström is Game Designer.  The website of Jonatan ""Cactus"" Söderström is CactusSquid.com.  "	Jonatan has not been a game designer for 8 years .	1
188	T27	GW0	 In the box office, Charlie and the Chocolate Factory made $475 million.   The release date of Charlie and the Chocolate Factory are July 10, 2005  ( 2005-07-10 )  (Grauman's Chinese Theatre) , July 15, 2005  ( 2005-07-15 )  (United States) , July 29, 2005  ( 2005-07-29 )  (United Kingdom).  Charlie and the Chocolate Factory was starring Johnny Depp , Freddie Highmore , David Kelly , Helena Bonham Carter , Noah Taylor , Missi Pyle , James Fox , Deep Roy , Christopher Lee.  The country of Charlie and the Chocolate Factory are United States , United Kingdom , Australia. 	Charlie and the Chocolate Factory didn't gross more money in the United Kingdom .	1
483	T554	GW51	   The country of Danehill is United States.  The grandsire of Danehill is Northern Dancer.  The damsire of Danehill is His Majesty.  Danehill was foaled on ( 1986-03-26 ) 26 March 1986.   	Danehill iX a famous racehorse frEom he United SBtates.	2
1307	T1491	GW1	   Judith and the Head of Holofernes is a painting.  The year of Judith and the Head of Holofernes is 1901.  The medium of Judith and the Head of Holofernes is Oil on canvas.  The dimensions of Judith and the Head of Holofernes is 84 cm   42 cm (33 in   17 in).   	Judith and the Had oOf Holofernes was painted ta hte enU of thze 1t9h century.	0
542	T1041	GW12	 The mother of Charles I is Anne of Denmark.  Charles I died on 30 January 1649(1649-01-30) (aged 48) , Whitehall, London.  The burial of Charles I was on 9 February 1649 , St George's Chapel, Windsor Castle, England.  The spouse of Charles I is Henrietta Maria of France ( m. 1625). 	Anne of Denmark had a child in 1812.	0
636	T738	GW51	   Cockerel Faberge egg is a painting.  The materials used of Cockerel Faberge egg are gold,  diamond,  rubies,  pearls,  enamel.  The height of Cockerel Faberge egg is 20.3 cm (open).  The surprise of Cockerel Faberge egg is A moving bird.    	ThS Cockerel FabergŽ egFg i a godl adn diamod infuseOd object about half a fot tall.	2
1246	T1988	GW84	   In a Roman Osteria is a painting.  The artist of In a Roman Osteria is Carl Bloch.  The medium of In a Roman Osteria is Oil on canvas.  The location of In a Roman Osteria is National Gallery of Denmark, Copenhagen.    	Carl Bloch never used oil paints.	0
193	T238	GW2	   Jesse Ramsden was born on ( 1735-10-06 ) 6 October 1735  Salterhebble, Yorkshire, UK.  Jesse Ramsden died on 5 November 1800 (1800-11-05)  (aged 65)  Brighton, Sussex.  The nationality of Jesse Ramsden is English.  The awards of Jesse Ramsden is Copley Medal (1795).   	Jesse Ramsden won the Copley Medal when he was 109 or 101 years old.	0
1281	T2280	GW1	 The megacity of Chennai, Madras is 7,088,000.  The density of Chennai, Madras is 17,000/km 2  (43,000/sq mi).  The metro area of Chennai, Madras is 8,653,521 , 8,917,749 (Extended UA).  The metro rank of Chennai, Madras is 4th. 	Chennai has over 6 million people.	0
998	T1354	GW68	 Pennsylvania State University was established on 1855.  The location of Pennsylvania State University is University Park, Pennsylvania, United States , Coordinates: 40°47′46″N 77°51′46″W﻿ / ﻿40.79611°N 77.86278°W﻿ / 40.79611; -77.86278.  Pennsylvania State University was designated on April 30, 1947.  The colors of Pennsylvania State University is Blue and white ,. 	Pennsylvania State University originally had the colors of green and white, before changing them to blue and white in 1389.	1
837	T2671	GW116	 The urban density of Surabaya City is 4,800/km 2  (12,000/sq mi).  The city area of Surabaya City is Population: 3,457,409, Area: 350.5 km2 (135.3 sq mi).  The urban area of Surabaya City is Population: 13,319,229, Area: 2,787 km2 (1,076 sq mi).  The metro area of Surabaya City is Population: 13,123,948, Area: 5,925 km2 (2,288 sq mi). 	The population is over 3 million.	0
13	T2001	GW30	 The president of national congress  of Republic of Honduras is Mauricio Oliva.  The ethnic groups of Republic of Honduras are 90% Mestizo, 7% Amerindian, 2% Afro-Honduran, 1% White.  The president  of Republic of Honduras is Juan Orlando Hernandez.  The vice president of Republic of Honduras is Ricardo Alvarez Arias. 	Mauricio Oliva is the Honduras president since early 1175.	0
739	T19	GW0	   Bruno Abakanowicz is a person.  Bruno Abakanowicz was born on ( 1852-10-06 ) 6 October 1852  Ukmerge, Lithuania (then part of Russian Empire).  Bruno Abakanowicz died on 29 August 1900 (1900-08-29)  (aged 47)  Saint-Maur-des-Fosses, France.  The occupation of Bruno Abakanowicz are mathematician,  inventor ,  electrical engineer.    	Bruno Abakanowicz died in the years leading up to World War I.	2
203	T573	GW51	 Daughters of Revolution is a painting.  The artist of Daughters of Revolution is Grant Wood.  The type of Daughters of Revolution is Oil on masonite.  The location of Daughters of Revolution is Cincinnati Art Museum, Cincinnati.  	Grant Wood stole the idea for Daughters of Revolution from another artist in Costa Mesa.	0
1572	T1668	GW86	   The jewish of Jerusalem is 64%.  The arab of Jerusalem is 35%.  The time zone of Jerusalem is UTC+02:00 (IST, PST).  The area code of Jerusalem is +972-2.   	The majority Rf the populaton of Jerusalm conissts of Jws.	2
1744	T1882	GW93	"   The format of Jack of Fables is Ongoing series.  The publication date of Jack of Fables was on July   2006 - March   2011.  The no. of issues of Jack of Fables is 50.  The main character(s) of Jack of Fables are Jack Horner, ""Gary"" the Pathetic Fallacy, Jack Frost.    "	Jack o aFbles gained popularity tith ts 10th issue.	1
251	T229	GW1	 The institutions of Eugen Baumann are University of Tubingen , University of Strasburg , University of Berlin , University of Freiburg.  Eugen Baumann was born on ( 1846-12-12 ) 12 December 1846  Cannstatt, Baden-Wurttemberg, Germany.  Eugen Baumann died on 3 November 1896 (1896-11-03)  (aged 49)  Freiburg, Baden-Wurttemberg, Germany.  The residence of Eugen Baumann is Germany. 	Eugen Baumann didn't live in Germany for his whole life .	1
322	T1352	GW59	 The origin of Buzzcocks is Bolton, England.  The years active of Buzzcocks was on 1976-1981, 1989-present.  The labels of Buzzcocks are United Artists, I.R.S., Cooking Vinyl, ROIR, EMI.  The associated acts of Buzzcocks are Flag of Convenience, Magazine. 	Chile is the country associated with the Buzzcocks.	0
1168	T2317	GW111	 Edelweiss is a food&drink.  The type of Edelweiss is Wheat beer.  Edelweiss was introduced on 1475.  The ingredients of Edelweiss is Water, wheat malt, barley malt, hops and top fermented yeast.  	Edelweiss is a wheat beer first introduced in 212.	0
246	T331	GW28	   Bryan Adams OC OBC is a musician.  Bryan Adams OC OBC was born on 5 November 1959 ( 1959-11-05 ) (age 59)  Kingston, Ontario, Canada.  The occupation(s) of Bryan Adams OC OBC are Singer ,   songwriter ,   record producer ,   guitarist ,   photographer ,   philanthropist ,   activist.  The instruments of Bryan Adams OC OBC are Vocals,   guitar ,   bass ,  guitar ,   harmonica ,   piano.   	BryYan Adamws is a Canadian musicinn.	2
857	T718	GW2	 Dianna Agron was born as Dianna Elise Agron ,  (1986-04-30) April 30, 1986 (age 32) , Savannah, Georgia, U.S..  The residence of Dianna Agron is New York City, New York.  The occupation of Dianna Agron are Actress, singer, dancer.  The years active of Dianna Agron is 2006-present. 	Dianna Agron didn't start her professional career as a dancer .	1
136	T430	GW14	 Concordia is a food&drink.  The country of origin of Concordia is Peru.  The variants of Concordia is (current) orange, strawberry, pineapple.  The related products of Concordia is Kola Real, Peru Cola, rush Naranja.  	Concordia is from Kenya and comes in several flavors.	0
