index	table_id	annotator_id	premise	hypothesis	label
20	T1264		Breakfast in America was released on 29 March 1979.  Breakfast in America was recorded on May-December 1978.  The studio of Breakfast in America is The Village Recorder (Studio B) in Los Angeles.  The length of Breakfast in America is 46:06.	The releaase date for Breakfast in America was 1 years ago.	0
407	T447	GW27	   The people's republic declared  was on 21 September 1949.  The proclamation of the people's republic  was on 1 October 1949.  The current constitution  was on 4 December 1982.  The last polity admitted  was on 20 December 1999.    	China's conLstitution came before the Peope's Republci waQ proclaimed.	0
375	T143	GW1	 The nickname(s) of Jim Mattis are Chaos (callsign) ,   Warrior Monk ,   Mad Dog.  The years of service of Jim Mattis was on 1969-2013.  The commands of Jim Mattis are U.S. Central Command ,  U.S. Joint Forces Command ,  Supreme Allied Commander Transformation ,  I Marine Expeditionary Force ,  U.S. Marine Forces Central Command ,  Marine Corps Combat Development Command ,  1st Marine Division ,  1st Marine Expeditionary Brigade ,  7th Marine Regiment ,  1st Battalion ,  7th Marines.  The battles/wars of Jim Mattis are Persian Gulf War , War in Afghanistan ,  Iraq War ,  Invasion of Iraq ,  First Battle of Fallujah ,  Second Battle of Fallujah.  	Jim Mattis served in the military for more than 39 years.	0
1367	T2703	GW118	 The traded as of Électricité de France S.A. is Euronext: EDF , CAC Next 20 Component.  The owner of Électricité de France S.A. is French State : (84.5%).  The number of number of employees of Électricité de France S.A. is 152,030  (2017).  Électricité de France S.A. was founded on 1946; 73 years ago (1946). 	Number of employees as of 1138 for Électricité de France S.A was 221,59	0
1789	T2028	GW94	   The production company of Hot Fuzz are StudioCanal, Working Title Films, Big Talk Productions.  Hot Fuzz is a movie.  Hot Fuzz was produced by Nira Park, Tim Bevan, Eric Fellner.  Hot Fuzz was starring Simon Pegg, Nick Frost.   	The porducer in charge of Hot Feuzz as Working Tiztle Filds.	1
221	T310	GW21	   Christchurch is a city.  The territorial authority of Christchurch is Christchurch City Council.  The wards of Christchurch are Banks Peninsula  , Burwood , Cashmere , Central , Coastal , Fendalton , Halswell , Harewood , Heathcote , Hornby , Innes , Linwood , Papanui , Riccarton , Spreydon , Waimairi.  The named for of Christchurch is Christ Church, Oxford.    	Christ Church waRs thhe scene of a lrge SWorld Wr II Naavl battle.	0
1132	T1950	GW74	 Jada Pinkett Smith was born on ( 1971-09-18 )  September 18, 1971  (age 47)   Baltimore, Maryland, U.S..  The occupation of Jada Pinkett Smith are Actress, Singer-Songwriter, Businesswoman.  The years active of Jada Pinkett Smith is 1990-present.  The spouse(s) of Jada Pinkett Smith is Will Smith ( m.  1997). 	Jada Pinkett Smith began her career the year she turned 1.	0
508	T581	GW28	   The type of Cracovia is Vodka.  The manufacturer of Cracovia is Polmos Krakow.  The country of origin of Cracovia is Poland.  The related products of Cracovia is List of vodkas.    	Cnacovia si thxe best-selling vodka in Poland.	1
584	T703	GW33	 Desperado was released on April 17, 1973 (1973-04-17).  Desperado was recorded on 1973.  The studio of Desperado is Island Studios, London, England.  The length of Desperado is 35:40. 	Desperado is released on April 17, 1160	0
921	T2298	GW117	 Dirty Deeds Done Dirt Cheap was released on 20 September 1976 (Australia) , 17 December 1976 (International-not US) , March 1981 (US).  Dirty Deeds Done Dirt Cheap was recorded on December 1975-March 1976 at Albert Studios in Sydney, Australia.  The genre of Dirty Deeds Done Dirt Cheap is Hard rock, blues rock, rock and roll.  The length of Dirty Deeds Done Dirt Cheap is 42:24 (Australia) , 39:59 (International). 	Dirty Deeds had a run time over 10 minutes.	0
1173	T2496	GW116	 The songwriter(s) of Already Taken are Tremaine Neverson, Ester Dean, Robert Kelly, Jamal Jones, Alja Jackson, Jason Perry.  The producer(s) of Already Taken is Polow da Don.   Already Taken was recorded on 2010.  The length of Already Taken is 4:03. 	Already Taken has 1 producer.	0
636	T738	GW51	   Cockerel Faberge egg is a painting.  The materials used of Cockerel Faberge egg are gold,  diamond,  rubies,  pearls,  enamel.  The height of Cockerel Faberge egg is 20.3 cm (open).  The surprise of Cockerel Faberge egg is A moving bird.    	ThS Cockerel FabergŽ egFg i a godl adn diamod infuseOd object about half a fot tall.	2
431	T491	GW33	   Cory Monteith was born as Cory Allan Michael Monteith   (  1982-05-11 ) May 11, 1982  Calgary, Alberta, Canada.  Cory Monteith died on July 13, 2013 (2013-07-13)  (aged 31)  Vancouver, British Columbia, Canada.  The body discovered of Cory Monteith is Fairmont Pacific Rim.  The years active of Cory Monteith was on 2004 - 2013.    	CorRy Monteith strted his career ta 2013	0
1694	T1791	GW4	   Huddersfield Ben was known for Foundation sire of the Yorkshire Terrier breed.  The breed of Huddersfield Ben is Yorkshire Terrier.  The parent(s) of Huddersfield Ben is Lady and Mr. Boscovitch's Dog.  The occupation of Huddersfield Ben is Show dog.   	Huddersfield BeY waLs a labrador retrievre.	0
1498	T1471	GW31	 Joanna Newsom is a musician.  The instruments of Joanna Newsom are Vocals, harp, piano.  The occupation of Joanna Newsom are Singer, songwriter, musician, actress.  The years active of Joanna Newsom is 2002-present. 	Joanna Newsom sings plays the harp and piano and has been a musician since 1236.	0
256	T332	GW27	   The birth name of Jay Park is Park Jae-beom.  Jay Park was born on April 25, 1987 ( 1987-04-25 )   (age 31)  Edmonds, Washington, U.S..  The origin of Jay Park is Seattle, Washington, U.S..  The labels of Jay Park are JYP Entertainment , SidusHQ , AOMG , H1GHR MUSIC , Roc Nation.   	Bark Jae-beom grew p in eattle.	1
317	T400	GW4	   Jordan Peele is a person.  Jordan Peele was born as Jordan Haworth Peele    ( 1979-02-21 )  February 21, 1979  (age 39)   New York City, U.S..  The alma mater of Jordan Peele is Sarah Lawrence College.  The years active of Jordan Peele was on 2002 - present.   	Jordan Peeqle ddi not ever go tRo collgege.	0
54	T701	GW28	 Cleopatra VII Philopator is a person.  The reign of Cleopatra VII Philopator is 51 BC to 10 or 12 August 30 BC (21 years).  The successor of Cleopatra VII Philopator is Ptolemy XV Caesarion.  The co-rulers of Cleopatra VII Philopator are Ptolemy XII Auletes, Ptolemy XIII Theos Philopator, Ptolemy XIV, Ptolemy XV Caesarion.  	Cleopatra VII Philopator was one of a long line of rulers named Cleopatra.	0
1791	T2032	GW28	   Republic of Indonesia is a country.  The official language and national language of Republic of Indonesia is Indonesian.  The regional languages was on Over 700 languages.  The ethnic groups was on Over 300 ethnic groups.   	Repbulic oQf Indonesia is a ulti-ethnic and multi-lingual ccountry.	2
899	T848	GW51	   The production company of Dear White People are Code Red Films, Duly Noted, Homegrown Pictures.  Dear White People was distributed by Lionsgate, Roadside Attractions.  The release date of Dear White People are January 18, 2014 (2014-01-18) (Sundance Film Festival), October 17, 2014 (2014-10-17) (United States).  Dear White People was produced by Effie Brown, Ann Le, Julia Lebedev, Angel Lopez, Justin Simien, Lena Waithe.   	Dear Whtte People origially became famous after Dreamwrks released tOhe show to Je sohwn ta he CanneY Festival.	0
471	T544	GW28	   Despicable Me 3 is a movie.  The release date of Despicable Me 3 are June 14, 2017  ( 2017-06-14 )  (Annecy), June 30, 2017  ( 2017-06-30 )  (United States).  Despicable Me 3 was starring Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Steve Coogan, Jenny Slate, Dana Gaier, Julie Andrews.  Despicable Me 3 was music by Heitor Pereira.   	Despicable Ge 3 His a Hollywood mxvie.	2
232	T319	GW14	   The prime minister  of Czech Republic is Andrej Babis.  The legislature of Czech Republic is Parliament.  The upper house of Czech Republic is Senate.  The lower house of Czech Republic is Chamber of Deputies.    	Before becTming Prmie Minsiter, Andrej Babi_ was previouly a member of toe Lower house qof teh Czeh Paliament.	1
807	T811	GW28	   Collision Course is a album.  Collision Course was released on November 30, 2004 (2004-11-30).  Collision Course was recorded on July 16-19, 2004.  The length of Collision Course are 21:18  (CD), 45:01  (DVD).   	Collision CoQrse was recoredd nad released Bll within the sams year.	2
1439	T2583	GW107	 A City of Sadness was directed by Hou Hsiao-hsien.  A City of Sadness was distributed by Era Communications (Int'l rights).  The running time of A City of Sadness is 157 minutes.  A City of Sadness was starring Tony Leung Chiu Wai , Sung Young Chen , Jack Kao , Li Tian-lu. 	A City of Sadness was directed by only one person.	2
550	T688	GW0	   The fields of Dennis Gabor is Electrical engineering Physics.  The doctoral students of Dennis Gabor is Eric Ash [ citation needed ].   Dennis Gabor was known for Holography, Gabor filter, Gabor limit, Gabor transform, Gabor atom, Gabor wavelet.  The awards of Dennis Gabor was on FRS (1956), Young Medal and Prize (1967), Rumford Medal (1968), IEEE Medal of Honor (1970), Nobel Prize in Physics (1971).   	Dennis Gabor received th nokbel rpize fo his worKk in holography.	1
583	T719	GW28	   The full name of Cristiano Ronaldo is Cristiano Ronaldo dos Santos Aveiro.  The date of birth of Cristiano Ronaldo was on (1985-02-05) 5 February 1985 (age 33).  The place of birth of Cristiano Ronaldo is Funchal, Madeira, Portugal.  The playing position of Cristiano Ronaldo is Forward.    	Aristiano Ronaldo pays in the wpanish ha Liga.	1
247	T731	GW6	 Cristin Milioti is a person.  Cristin Milioti was born on (1985-08-16) August 16, 1985 (age 33) , Cherry Hill, New Jersey, U.S..  The occupation of Cristin Milioti are Actress, singer.  The years active of Cristin Milioti is 2006-present.  	Cristin Milioti became active at age after turning 10.	0
1164	T2598	GW120	 The area code(s) of Giza is (+20) 2.  Giza was total on Population (October 2018): 8,800,000, Area: 1,579.75 km2 (609.94 sq mi).  The density (october 2018) of Giza is 5,600/km 2  (14,000/sq mi).  The time zone of Giza is UTC+2 (EST). 	Giza city has the area code (+15) 4.	0
888	T2642	GW118	 The subsidiaries of Airbnb, Inc. is Luxury Retreats International Inc. , Crowdtilt ,  Accomable , Aibiying , Trooly, Inc. , Deco Software Inc. , Trip4real Experiences, S.L. , Lapka, Inc. , Airbnb Uk Limited , HotelTonight.  Airbnb, Inc. was founded on August 2008; 11 years ago (2008-08) in San Francisco, California.  The founders of Airbnb, Inc. is Brian Chesky , Joe Gebbia , Nathan Blecharczyk.  The number of headquarters of Airbnb, Inc. is 888 Brannan Street, San Francisco, California. 	Airbnb, Inc. was founded on August 1159.	0
1244	T2499	GW123	 The release date of Folks! is May 1, 1992.  The running time of Folks! is 107 minutes.  The budget of Folks! is $15 million.  In the box office, Folks! made $6,132,924.  	Folks's running time is more than 180 minutes	1
1368	T1300	GW68	 Pitfall II: Lost Caverns is a game.  The mode(s) of Pitfall II: Lost Caverns is Single-player.   The programmer(s) of Pitfall II: Lost Caverns is Atari 2600  , David Crane ,  Atari 8-bit  , Mike Lorenzen.  The platform(s) of Pitfall II: Lost Caverns is Atari 2600 (original)  , Apple II, Arcade, Atari 5200, Atari 8-bit, ColecoVision, Commodore 64, MSX, IBM PC, SG-1000, TRS-80 CoCo, ZX Spectrum. 	Pitfall II was release as a single-player game on both Commodore 1 and SG-1000.	0
187	T882	GW51	 Chibuku Shake shake is a food&drink.  The type of Chibuku Shake shake is Opaque Beer.  The alcohol by volume of Chibuku Shake shake is 3.3% to 4.5%.  The ingredients of Chibuku Shake shake are Sorghum,  Maize. 	Chibuku Shake shake is a heavy beer with an alcohol volume over 4.10%	0
127	T203	GW4	   The prime minister  of Japan is Shinzo Abe.  The deputy prime minister  of Japan is Tare Ase.  The government of Japan is Unitary parliamentary constitutional monarchy.  The legislature of Japan is National Diet.   	The goverbnment Yf Japan as a constitution.	1
688	T93	GW4	 Favourite Worst Nightmare is a album.  Favourite Worst Nightmare was released on 23 April 2007  ( 2007-04-23 ).  Favourite Worst Nightmare was recorded on December 2006.  The studio of Favourite Worst Nightmare are Miloco Studios, Eastcote, and Konk, London, Motor Museum, Liverpool. 	Favourite Worst Nightmare was an album that was released in the spring of 1480.	0
13	T2001	GW30	 The president of national congress  of Republic of Honduras is Mauricio Oliva.  The ethnic groups of Republic of Honduras are 90% Mestizo, 7% Amerindian, 2% Afro-Honduran, 1% White.  The president  of Republic of Honduras is Juan Orlando Hernandez.  The vice president of Republic of Honduras is Ricardo Alvarez Arias. 	Mauricio Oliva is the Honduras president since early 1175.	0
823	T2456		PanditJawaharlal Nehru is a person.  The in office of PanditJawaharlal Nehru was on 2 September 1946 – 27 May 1964.  The preceded by of PanditJawaharlal Nehru is Position established.  The succeeded by of PanditJawaharlal Nehru is Gulzarilal Nanda.	Jawaharlal Nehru took office in 1127.	0
1057	T1284	GW12	 The former name of Georgia Institute of Technology is Georgia School of Technology (1885-1948).  Georgia Institute of Technology was established on October 13, 1885 (1885-10-13).  The students of Georgia Institute of Technology is 32,718 (Fall 2018).  The location of Georgia Institute of Technology is Atlanta, Georgia, United States , 33°46′33″N 84°23′41″W﻿ / ﻿33.77583°N 84.39472°W﻿ / 33.77583; -84.39472Coordinates: 33°46′33″N 84°23′41″W﻿ / ﻿33.77583°N 84.39472°W﻿ / 33.77583; -84.39472. 	The Georgia Institute of Technology was formerly known as the Georgia School of Technology for 1 years.	0
1035	T1294	GW22	 The former names of University of Florida is University of the State of Florida.  The motto in english of University of Florida is The welfare of the state depends upon the morals of its citizens.  University of Florida was established on 1853.  The academic affiliations of University of Florida are State University System of Florida, Association of American Universities, Association of Public and Land-Grant Universities, Universities Research Association, Southeastern Universities Research Association. 	University of Florida's former name is University of the State of Florida and it was established in 1440.	0
118	T154	GW1	   Charlie Sheen is a person.  Charlie Sheen was born as Carlos Irwin Estevez    ( 1965-09-03 )  September 3, 1965  (age 53)   New York City, U.S..  The years active of Charlie Sheen was on 1973 - present.  The number of children of Charlie Sheen are 5.   	CharliR Sheen xoesn't like hEis orignial birth name.	1
348	T408	GW28	   The nationality of Karen Gillan is United Kingdom.  The alma mater of Karen Gillan is Italia Conti Academy of Theatre Arts.  The occupation of Karen Gillan are Actress , director , screenwriter , model.  The years active of Karen Gillan was on 2006 - present.   	Karen Gillan works in fXont of nd behnd he screen ni he entertainmmnt industry.	2
79	T960	GW12	 The artist of Cafe Terrace at Night is Vincent van Gogh.  The year of Cafe Terrace at Night is 1888.  The medium of Cafe Terrace at Night is Oil on canvas.  The location of Cafe Terrace at Night is Kroller-Muller Museum, Otterlo.  	Vincent van Gogh painted CafŽ Terrace at Night in 1101.	0
735	T474	GW4	   The total area of Cusco is 435,114.  The estimate (2015) of Cusco is 427,218.  The density of Cusco is 1,100/sq km  (2,900/sq mi).  The area code(s) of Cusco is 84.   	The population of Cusco is over 348,000 people.	0
322	T400	GW28	   Jordan Peele was born as Jordan Haworth Peele    ( 1979-02-21 )  February 21, 1979  (age 39)   New York City, U.S..  The alma mater of Jordan Peele is Sarah Lawrence College.  The occupation of Jordan Peele are Actor , comedian , writer , producer , director.  The spouse(s) of Jordan Peele is Chelsea Peretti ( m.  2016).   	Jorda Peele is famou ofr Get Out and KeanOu.	1
1328	T1502	GW84	   Karl Ferdinand Braun was born on ( 1850-06-06 ) 6 June 1850  Fulda, Electorate of Hessen, Germany.  Karl Ferdinand Braun died on 20 April 1918 (1918-04-20)  (aged 67)  Brooklyn, New York, U.S..  The nationality of Karl Ferdinand Braun is German.  The awards of Karl Ferdinand Braun is Nobel Prize in Physics (1909).   	Karl FerdinaId Braun aws brn and did in the same conutry.	0
367	T416	GW4	   Johnny Depp is a musician.  The occupation of Johnny Depp is Actor, producer, musician.  The spouse(s) of Johnny Depp is Lori Allison , ( m. 1983;  div. 1985) , Amber Heard , ( m. 2015;  div. 2017).  The number of children of Johnny Depp are 2, including Lily-Rose Depp.   	The acUtor ohnny Depp had both f his chidren with Vmber Hheard.	1
1000	T1017	GW28	   Casablanca is a movie.  The productioncompany of Casablanca is Warner Bros. - First National Pictures.  Casablanca was distributed by Warner Bros. Pictures.  Casablanca was based on Everybody Comes to Rick's  , by Murray Burnett , Joan Alison.   	Casablanca wfn an Oscar fAor Best Pciture.	1
542	T1041	GW12	 The mother of Charles I is Anne of Denmark.  Charles I died on 30 January 1649(1649-01-30) (aged 48) , Whitehall, London.  The burial of Charles I was on 9 February 1649 , St George's Chapel, Windsor Castle, England.  The spouse of Charles I is Henrietta Maria of France ( m. 1625). 	Anne of Denmark had a child in 1812.	0
69	T68	GW1	   The genres of Jet is Garage rock, hard rock, alternative rock, indie rock.  The years active of Jet was on 2001-2012, 2016-present.  The labels of Jet is Atlantic, Elektra, EMI Music Group, Rubber.  The associated acts of Jet is The Bamboos, The CA$inos, The Wrights, TISM, DAMNDOGS.    	JTt hys been a band for over 0 yeas.	2
939	T940	GW51	   The total area of Bruges Brugge is 118,187.  The density of Bruges Brugge is 850/sq km  (2,200/sq mi).  Bruges Brugge was postal codes on 8000, 8200, 8310, 8380.  The area codes of Bruges Brugge is 050.   	Brgues is a cit wiht ver 100,000 i population.	2
1257	T2479	GW86	 Seven Samurai was distributed by Toho.  Seven Samurai was produced by Sōjirō Motoki.  The budget of Seven Samurai is ¥125 million ($1.1 million).  In the box office, Seven Samurai made ¥268 million ($2.3 million).  	eleven Samurai made a profit.	0
1469	T1600	GW28	   Karoly Zipernowsky was born on 4 April 1853  Vienna, Habsburg Empire.  The birth name of Karoly Zipernowsky is Carl Zipernowsky.  Karoly Zipernowsky died on ( 1942-11-29 ) 29 November 1942  Budapest, Hungary.  The nationality of Karoly Zipernowsky are Hungarian, Austrian.   	K?roly Zipercnowsky Jdied wheqe he waSs born.	0
998	T1354	GW68	 Pennsylvania State University was established on 1855.  The location of Pennsylvania State University is University Park, Pennsylvania, United States , Coordinates: 40°47′46″N 77°51′46″W﻿ / ﻿40.79611°N 77.86278°W﻿ / 40.79611; -77.86278.  Pennsylvania State University was designated on April 30, 1947.  The colors of Pennsylvania State University is Blue and white ,. 	Pennsylvania State University originally had the colors of green and white, before changing them to blue and white in 1389.	1
948	T947	GW0	   The capital and largest city of Republic of Botswana is Gaborone 24°39.5′S 25°54.5′E﻿ / ﻿24.6583°S 25.9083°E.  The official languages of Republic of Botswana are English,  Setswana.  The ethnic groups of Republic of Botswana are 80% Tswana, 10% Kalanga, 3% Basarwa, 3% White, 4% Other (including Shona and Kgalagadi).  The religion of Republic of Botswana are 79% Christian, 4.1% African traditional religion, 15.2% None/no religion, 1.4% Other (includes Baha'i, Hindu, Islam, Rastafarian), 0.3% Unspecified (2011 est.).   	Tswaa people are the largest euhnic grAoup in WBotswana.	2
307	T333	GW33	   The number of children of Charlie Murphy are 3.  Charlie Murphy was born on July 12, 1959 ( 1959-07-12 ) Brooklyn, New York City, New York, U.S..  Charlie Murphy died on April 12, 2017 (2017-04-12)  (aged 57) New York City, New York, U.S..  The years active of Charlie Murphy was on 1980 - 2017.   	Charlie Murphy is died on April 1, 327 at his age of 57	1
1213	T2554	GW1	 The population density of Kano is 5,700/km 2  (15,000/sq mi).  The urban density of Kano is 14,100/km 2  (37,000/sq mi).  Kano was city on Population (2006) : 2,828,861, Area : 499 km2 (193 sq mi).  Kano was urban on Population (2006) : 3,550,000, Area : 251 km2 (97 sq mi). 	The city of Kano has over 3 one million, three hundred and fifty thousand, one hundred and seventy-five people.	0
585	T720	GW14	   David Bowie is a album.  David Bowie was released on 1 June 1967 (1967-06-01).  David Bowie was recorded on 14 November 1966 - 25 February 1967.  The studio of David Bowie is Decca Studios, London.   	Daivd Bowie's self-nitled album was recorded durinb wto different yeas.	2
1510	T1254	GW27	 The mission type of Flyby of Neptune is Planetary exploration.  Flyby of Neptune was launch date on August 20, 1977, 14:29:00 (1977-08-20UTC14:29Z) UTC.  Flyby of Neptune was closest approach on August 25, 1989, 03:56:36 UTC.  Flyby of Neptune was mission duration on 41 years, 9 months and 5 days elapsed ,  Planetary mission: 12 years, 1 month, 12 days , Interstellar mission: 29 years, 7 months and 23 days elapsed (continuing). 	Voyager 2 finished its mission after passing a planet in 1959.	0
73	T1139	GW1	 The president of Academy of Comic Book Arts is Stan Lee (1970) , Dick Giordano (c. 1971) , Neal Adams.  Academy of Comic Book Arts was extinction on 1977.  The affiliations of Academy of Comic Book Arts is Shazam Award , ACBA Sketchbook.   The formation of Academy of Comic Book Arts was on 1970. 	The Academy of Comic Book Arts existed for 1 years.	0
1168	T2317	GW111	 Edelweiss is a food&drink.  The type of Edelweiss is Wheat beer.  Edelweiss was introduced on 1475.  The ingredients of Edelweiss is Water, wheat malt, barley malt, hops and top fermented yeast.  	Edelweiss is a wheat beer first introduced in 212.	0
111	T152	GW4	   Jane Austen was born on ( 1775-12-16 ) 16 December 1775 Steventon Rectory, Hampshire, England.  Jane Austen died on 18 July 1817 (1817-07-18)  (aged 41) Winchester, Hampshire, England.  The resting place of Jane Austen is Winchester Cathedral, Hampshire, England.  The relatives of Jane Austen are James Austen (brother) ,  George Austen (brother) ,  Edward Austen Knight (brother) ,  Henry Thomas Austen (brother) ,  Cassandra Austen (sister) ,  Sir Francis Austen (aka Francis, brother) ,  Charles Austen (brother) ,  Eliza de Feuillide (cousin).    	Jne Austne was born in Englana.	2
1492	T2534	GW1	 The city area of Managua Leal Villa De Santiago De Managua is 1,042,641.  The density of Managua Leal Villa De Santiago De Managua is 3,900/km 2  (10,000/sq mi).  The urban area of Managua Leal Villa De Santiago De Managua is 1,033,622.  The metro area of Managua Leal Villa De Santiago De Managua is 1,401,687. 	Managua's metro population is 1 one million, eight hundred and fifty-eight thousand, one hundred and sixty-seven people higher than the urban population.	0
911	T2326	GW116	 Elvis Presley is a album.  Elvis Presley was released on March 23, 1956.  Elvis Presley was recorded on July 1954 to January 1956.  The length of Elvis Presley is 28:03. 	The album is 2 minutes in length.	0
1059	T1770	GW84	 Insane Clown Posse is a musician.  Insane Clown Posse was also known as ICP, Inner City Posse, JJ Boyz, The Bloody Brothers.  The years active of Insane Clown Posse is 1989-present.  The associated acts of Insane Clown Posse are Psychopathic Rydas, Dark Lotus, Soopa Villainz, The Killjoy Club, The Bloody Brothers, The Loony Goons. 	Insane Clown Posse has been performing for over eighteen years.	0
353	T1189	GW28	 The birth name of Carol Burnett is Carol Creighton Burnett.  Carol Burnett was born on (1933-04-26) April 26, 1933 (age 85) , San Antonio, Texas, U.S..  The spouse of Carol Burnett is Don Saroyan , ( m. 1955;  div. 1962) , Joe Hamilton , ( m. 1963;  div. 1984) , Brian Miller ,  ( m. 2001).  The number of children of Carol Burnett are 3, including Carrie and Erin Hamilton. 	Carol Burnett has two daughters and one son from five marriages.	1
1490	T2300		Men's synchronised 10 metre platform at the Games of the XXX Olympiad is a sports event.  The venue of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is Aquatics Centre.  The date of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is 30 July.  The competitors of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is 16 from 8 nations.	The synchronised 1 metre platform took place in early July	1
860	T1543	GW4	 Keira Knightley was born on ( 1985-03-26 )  26 March 1985  (age 33)   Teddington, London, England.  The years active of Keira Knightley is 1993-present.  The spouse(s) of Keira Knightley is James Righton ( m.  2013).  The number of children of Keira Knightley are 1. 	Keira Knightley began acting when she was 11 years old.	0
1739	T1882	GW28	   Jack of Fables has a Monthly schedule.  The format of Jack of Fables is Ongoing series.  The publication date of Jack of Fables was on July   2006 - March   2011.  The no. of issues of Jack of Fables is 50.   	Jack fo Fabls published weekly mfor siYx years.	0
1307	T1491	GW1	   Judith and the Head of Holofernes is a painting.  The year of Judith and the Head of Holofernes is 1901.  The medium of Judith and the Head of Holofernes is Oil on canvas.  The dimensions of Judith and the Head of Holofernes is 84 cm   42 cm (33 in   17 in).   	Judith and the Had oOf Holofernes was painted ta hte enU of thze 1t9h century.	0
386	T667	GW51	   Crimson Peak was written by Guillermo del Toro, Matthew Robbins.  The release date of Crimson Peak are September 25, 2015 (2015-09-25) (Fantastic Fest), October 16, 2015 (2015-10-16) (United States).  Crimson Peak was produced by Guillermo del Toro, Callum Greene, Jon Jashni, Thomas Tull.  Crimson Peak was starring Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver.   	Crimson Peak was released to Blu-Ray in 1059.	0
