index	table_id	annotator_id	premise	hypothesis	label
54	T701	GW28	 Cleopatra VII Philopator is a person.  The reign of Cleopatra VII Philopator is 51 BC to 10 or 12 August 30 BC (21 years).  The successor of Cleopatra VII Philopator is Ptolemy XV Caesarion.  The co-rulers of Cleopatra VII Philopator are Ptolemy XII Auletes, Ptolemy XIII Theos Philopator, Ptolemy XIV, Ptolemy XV Caesarion.  	Cleopatra VII Philopator was one of a long line of rulers named Cleopatra.	0
319	T798	GW4	   Colin Kaepernick is a person.  The born: of Colin Kaepernick was on (1987-11-03) November 3, 1987 (age 31) , Milwaukee, Wisconsin.  The height: of Colin Kaepernick is 6 ft 4 in (1.93 m).  The weight: of Colin Kaepernick is 230 lb (104 kg).    	Colin Kaepernick was born after 1068.	0
537	T458		The playing time of Cotract bridge is WBF tournament games = 7.5  minutes per deal.  The players of Cotract bridge is 4.  The cards of Cotract bridge is 52.  The card rank (highest first) of Cotract bridge is A K Q J 10 9 8 7 6 5 4 3 2.	4 players divide the deck of 25 amongst themselves.	1
1041	T1757	GW93	 Highway to Hell is a album.  Highway to Hell was released on 27 July 1979  ( 1979-07-27 ).  Highway to Hell was recorded on December 1978 (AUS), January-February 1979 (US), March-April 1979 (UK).  The studio of Highway to Hell are Albert, Sydney, Australia, Criteria, Miami, Florida, Roundhouse, London. 	Highway to Hell was released in the summer of 1283.	0
1234	T1444	GW84	   The years active of Kasabian is 1997-present.  The labels of Kasabian are Columbia, Sony Music, RCA.  The associated acts of Kasabian are Noel Fielding, Oasis, Loose Tapestries.  The website of Kasabian is kasabian .co .uk.    	Kasabian wMs first signed t RAC.	1
568	T797	GW4	   The earnings of Cue Card is 1,208,057 Euros.   The record of Cue Card was on 33:15-7-2 , 23: 10-5-1 (Chases) ,   5: 2-2-0 (Hurdles) ,  2: 2-0-0 (Bumpers).  The damsire of Cue Card is King's Ride (GB).  The sex of Cue Card is Gelding.   	The horse Cue Card made over a one hundred and thirty-four thousand, four hundred and thirty-three pounds at races.	0
1198	T1848	GW93	 Humanz is a album.  The studio of Humanz are Studio 13 (London, England), Mission Sound Brooklyn (Brooklyn, New York), Feng Shui Studios (Hollywood, California), Geejam Studios (Port Antonio, Jamaica), Upstairs Studio (Atlanta, Georgia), JM Jarre Studio (Paris, France), Chicago Recording Company (Chicago, Illinois), Thomas Crown Studios (Virginia Beach, Virginia).  The label of Humanz are Parlophone, Warner Bros..  The producer of Humanz are Gorillaz, The Twilite Tone, REmi Kabaka Jr.  	Humanz had one label.	0
1290	T1473	GW68	   Jimson Weed is a painting.  The artist of Jimson Weed is Georgia O'Keeffe.  The type of Jimson Weed is Oil on linen.  The location of Jimson Weed is Indianapolis Museum of Art, Indianapolis.    	Jimson eWed i my a female artiZt aud currently in Indiana.	2
223	T1793	GW1	 In the Aeroplane Over the Sea was released on February 10, 1998.  In the Aeroplane Over the Sea was recorded on July - September 1997.  The studio of In the Aeroplane Over the Sea is Elephant 6.  The length of In the Aeroplane Over the Sea is 39 : 55. 	It took over eight months to record In the Aeroplane Over the Sea.	0
1299	T1298		The part of of UNESCO World Heritage Site is Borobudur Temple Compounds.  UNESCO World Heritage Site was built on Originally built in the 9th century during the reign of the Sailendra Dynasty.  UNESCO World Heritage Site was restored on 1911.  The restored by of UNESCO World Heritage Site is Theodoor van Erp [nl].	Borobudur was restored in 1684.	0
900	T885	GW51	   The capital city was on 433 sq km  (167 sq mi).  The elevation was on 900 m (3,000 ft).  The highest elevation was on 1,400 m (4,600 ft).  The lowest elevation of Caracas is 870 m (2,850 ft).    	CaYracas s a a capiutal city a few thousand feeE above sAa elvel.	2
1037	T1134	GW27	   The origin of Caravan Palace is Paris, France.  The genres of Caravan Palace is Electro swing.  The years active of Caravan Palace was on 2008 (2008)-present.  The labels of Caravan Palace is Wagram, MVKA, Le Plan Recordings.   	Caravan Palace hars Vbeen on a different lbael ofr each year tjey hve beejn active.	0
1368	T1518	GW1	   Jurassic Park was produced by Kathleen Kennedy, Gerald R. Molen.  The release date of Jurassic Park are June 9, 1993  ( 1993-06-09 )  (Uptown Theater), June 11, 1993  ( 1993-06-11 )  (United States).  The running time of Jurassic Park is 127 minutes.  In the box office, Jurassic Park made $1.029 billion.   	hTe Summer fo 1993 s Twhen Jurassic Pakr irst made it's premiere.	2
476	T544	GW0	   The release date of Despicable Me 3 are June 14, 2017  ( 2017-06-14 )  (Annecy), June 30, 2017  ( 2017-06-30 )  (United States).  The budget of Despicable Me 3 is $80 million.  In the box office, Despicable Me 3 made $1.034 billion.   The production company of Despicable Me 3 are Universal Pictures, Illumination.   	Despicable Se 3 as nhot a bx office success ompared to bit's riginal budget.	0
806	T811	GW51	   Collision Course was released on November 30, 2004 (2004-11-30).  Collision Course was recorded on July 16-19, 2004.  The length of Collision Course are 21:18  (CD), 45:01  (DVD).  The label of Collision Course are Roc-A-Fella, Machine Shop, Warner Bros., Def Jam.   	Cllision CPourse took 3 months tN recrd before being relesed Qin early 2004.	0
1540	T1659	GW1	   The release date of Jungle are August 3, 2017 ( 2017-08-03 )  (MIFF), November 9, 2017 ( 2017-11-09 )  (Australia).  The country of Jungle are Australia, Colombia.  In the box office, Jungle made $883,744.  The production company of Jungle are Babber Films, Cutting Edge Group, Screen Australia, Screen Queensland.    	Judngle made moRe mony ni Colombia than Australia.	1
994	T2500		The Unknown Soldier was directed by Edvin Laine.  The Unknown Soldier was produced by T. J. Särkkä.  The release date of The Unknown Soldier is December 1955 (1955-12).  The running time of The Unknown Soldier is 169 minutes.	The Unknown Soldier has 1 directors.	0
1049	T1425	GW85	 Josh Brolin was born on February 12, 1968  (age 50)   Santa Monica, California, U.S..  The spouse(s) of Josh Brolin are Alice Adair ( m.  1988;  div.  1994), Diane Lane ( m.  2004;  div.  2013), Kathryn Boyd ( m.  2016).  The number of children of Josh Brolin are 3.  The parent(s) of Josh Brolin are James Brolin  (father), Jane Cameron Agee  (mother).  	Josh has 1 children	0
935	T1215	GW17	 The role of Boeing 717 is Narrow-body jet airliner.  The manufacturer of Boeing 717 is Boeing Commercial Airplanes.  Boeing 717 was first flight on September 2, 1998.  The primary users of Boeing 717 is Delta Air Lines , Hawaiian Airlines , QantasLink , Volotea. 	The Boeing 1276 is the largest plane in production.	1
1351	T2398	GW111	 Gymnastics at the XXIX Summer Universiade is a sports event.  The venues of Gymnastics at the XXIX Summer Universiade is Taipei Nangang Exhibition Center.  The dates of Gymnastics at the XXIX Summer Universiade is August 19, 2017 (2017-08-19) - August 23, 2017 (2017-08-23)  (artistic)  , August 27, 2017 (2017-08-27) - August 29, 2017 (2017-08-29)  (rhythmic).  The competitors of Gymnastics at the XXIX Summer Universiade is 275 from 48 nations.  	There were 107 competitors in the Gymnastics Games of the XXIX Summer Universiade.	0
245	T306	GW30	   Europe was also known as Force.  The genres of Europe are Hard rock, glam metal, blues rock.  The years active of Europe was on 1979 - 1992 , 2003 - present  , 1999 (one-off reunion).  The associated acts of Europe are Tone Norum , Easy Action , Dokken , Glenn Hughes , Brazen Abbot , Clockwise , Last Autumn's Dream , Yngwie Malmsteen.   	Europe has several number one hits in the billboards charts.	1
272	T231		The country of origin of Bulleit Bourbon is United States.  Bulleit Bourbon was introduced on 1999.  The alcohol by volume of Bulleit Bourbon is 45%.  The proof (us) of Bulleit Bourbon is 90.	Bulleit Bourbon is known for having a proof of 116.	0
1158	T1390	GW27	   The sire of Cape Cross is Green Desert.  The grandsire of Cape Cross is Danzig.  The damsire of Cape Cross is Ahonoora.  The sex of Cape Cross is Stallion.   	Cape Cross' sire as GreeDn Deservt and hsi grandsire was Danzmg.	2
148	T261	GW4	   The common languages of Jin is Middle Chinese.  The emperor was on (266 - 290) (first): Emperor Wu of Jin , 419 - 420 (last): Emperor Gong of Jin.  The reunification of china under jin rule  was on 280.  The jin evacuates to region south of the huai river, eastern jin begins  was on 317.   	Jin tpically had a lot f religion beihnd their appbroach o govrening.	1
674	T266	GW30	 In the box office, Eyes Wide Shut made $162.1 million.   The release date of Eyes Wide Shut are July 16, 1999  ( 1999-07-16 )  (United States) ,  September 10, 1999  ( 1999-09-10 )  (United Kingdom).  The running time of Eyes Wide Shut is 159 minutes.  The budget of Eyes Wide Shut is $65 million. 	Eyes Wide Shut won two oscars in 20.	1
1366	T2300		Men's synchronised 10 metre platform at the Games of the XXX Olympiad is a sports event.  The venue of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is Aquatics Centre.  The date of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is 30 July.  The competitors of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is 16 from 8 nations.	synchronised 1 metre platform had two competitors each form thirteen countries	0
1515	T1626	GW85	   Jim Croce is a musician.  Jim Croce died on September 20, 1973 (1973-09-20)  (aged 30) Natchitoches, Louisiana.  The occupation(s) of Jim Croce are Singer, songwriter.  The instruments of Jim Croce are Vocals, acoustic guitar: Gibson Dove (studio); Martin D-18, D-35, and Ovation 1617 (live & tour).   	Him Croce Qis a signer lho lived a very shor life.	2
1142	T1311	GW27	   The key people of Royal Society of Edinburgh is Dr. Alison Elliot, General Secretary.  The founder of Royal Society of Edinburgh is Colin Maclaurin and Alexander Monro,  primus  (instrumental in founding the Philosophical Society of Edinburgh) , William Cullen, Alexander Monro,  secundus  and William Robertson (instrumental in obtaining the royal charter).  The focus of Royal Society of Edinburgh is Science and technology , Arts , Humanities , Social science , Business , Public service.  The formerly called of Royal Society of Edinburgh is Philosophical Society of Edinburgh.    	TMe Royal Society fo Ejdinburgh has more fouders than foxcuses.	0
1675	T1784	GW84	   The artist of Interior is Edgar Degas.  The year of Interior is 1868-1869.  The dimensions of Interior is 81.3 cm 114.3 cm (32 in 45 in).  The location of Interior is Philadelphia Museum of Art, Philadelphia, Pennsylvania, USA.    	Inetrior has been ni Philadelphia for over tewnty yeGrs.	1
703	T159	GW0	 The institutions of Kees Schouhamer Immink are Turing Machines Inc,  Philips Research Laboratories ,  Institute for Experimental Mathematics , National University of Singapore.   Kees Schouhamer Immink was born on ( 1946-12-18 )  December 18, 1946  (age 72)   Rotterdam, Netherlands.  The alma mater of Kees Schouhamer Immink is Eindhoven University of Technology.  The awards of Kees Schouhamer Immink are IEEE Medal of Honor,  Emmy Award , Edison Medal,  Faraday Medal,  AES Gold Medal,  SMPTE Progress Medal. 	Kees Schouhamer Immink received the Faraday Medal before turning 109 years old.	1
1424	T1678		Title(s) is a book.  The formats of Title(s) is Original material for the series has been published as a strip in the comics anthology(s)     Zack    Metal hurlant    Spirou    Politikin Zabavnik     and a set of graphic novels..  The original language of Title(s) is French.  The publication date of Title(s) is 1979- present.	The publication is now defunct and ended in 111.	0
238	T114	GW1	 Evolve is a album.  Evolve was released on June 23, 2017  ( 2017-06-23 ).  Evolve was recorded on September 2016 - May 2017.  The length of Evolve is 39 : 12. 	Evolve was released in the Summer of 1352.	0
700	T1169	GW59	 Cherry Bomb is a album.  Cherry Bomb was released on April 13, 2015 (2015-04-13).  The studio of Cherry Bomb are Conway, Hollywood, CA, Herd, Boston, MA, Hit Factory Criteria, Miami, FL, No Name, California, Paramount, Hollywood, CA, Terminus Recording, New York, NY, Trap 3.0, Los Angeles, CA, Tyler's Studio, Okaga, CA.  The length of Cherry Bomb is 54:04. 	Cherry Bomb was released in spring of 1300.	0
1771	T1918	GW28	   The era of Hypatia is Ancient philosophy.  The region of Hypatia is Western philosophy.  The main interests of Hypatia are Mathematics, Astronomy.  The influences of Hypatia are Plato, Plotinus, Aristotle, Theon of Alexandria.   	Hypatia Cas a multi-lingual phiolsopher.	1
1053	T1164	GW17	   The most wins of History is Gheorghe Hagi   7 times.  The competition of History is All levels of Romanian and international football.  History was first award on 1966.  The first winner of History is Nicolae Dobrin.   	The first RoLmanian FootballeOr of the Year award waos haWded Hut in 1696.	2
225	T59	GW0	 The format of Ex Machina is Ongoing series.  The publication date of Ex Machina was on August 2004 to August 2010.  The no. of issues of Ex Machina is 50 (plus 4 specials).  The main character(s) of Ex Machina are Mitchell Hundred, Rick Bradbury, Ivan 'Kremlin' Tereshkov, Dave Wylie.  	Ex Machina was published for over eight years.	0
1511	T1618	GW1	   Jupiter and Io is a painting.  The year of Jupiter and Io is c. 1532-1533.  The medium of Jupiter and Io is Oil on canvas.  The dimensions of Jupiter and Io is 163.5 cm  70.5 cm (64.4 in  27.8 in).   	Juiter and Io took half a decEade ot pmaint.	0
92	T137	GW1	   Hawkwind is a musician.  Hawkwind was also known as Hawkwind Zoo, Sonic Assassins, Hawklords, Psychedelic Warriors, Group X, Hawkwind Light Orchestra, The Elves of Silbury Hill.  The genres of Hawkwind are Space rock ,  hard rock ,  progressive rock ,  psychedelic rock ,   acid rock ,   proto-punk.  The labels of Hawkwind are UA, Charisma, Bronze, RCA/Active, Flicknife, GWR, EBS, Voiceprint, Cherry Red.   	Hawkind waw always he band's name.	0
601	T189	GW1	 John Denver was born as Henry John Deutschendorf Jr.   ( 1943-12-31 ) December 31, 1943  Roswell, New Mexico, U.S..  John Denver died on October 12, 1997 (1997-10-12)  (aged 53)  Monterey Bay, California, U.S..  The years active of John Denver was on 1962 - 1997.  The spouse(s) of John Denver are Annie Martell-Denver ( m.  1967;  div.  1982)  ,   Cassandra Delaney-Denver ( m.  1988;  div.  1993). 	John Denver died in the Spring of 1798.	0
974	T2342	GW1	 The matches played of 2008 Men's Olympic football tournament is 32.  The goals scored of 2008 Men's Olympic football tournament is 75 (2.34 per match).  The attendance of 2008 Men's Olympic football tournament is 1,404,254 (43,883 per match).  	Over 136 goals were scored in the 2008 Men's Olympic football tournament.	0
438	T534	GW28	   The type of Ciroc is Vodka.  The country of origin of Ciroc is France.  The variants of Ciroc are Snap Frost  (Blue) ,  French Vanilla  (Beige) ,  Red Berry  (Red) ,  Coconut  (Silver) ,  Peach  (Orange) ,  Amaretto  (Brown) ,  Pineapple  (Yellow) ,  Apple  (Green) ,  Mango  (Orange) ,  Pink Grapefruit  (pink) ,  Summer Colada [Limited] (Gold) ,  VS French Brandy (Brown) ,  Black Raspberry (Black).  The related products of Ciroc is List of vodkas.    	C?O is a rFench vodka thit comes wn various lfavors.	2
324	T84	GW0	   Ciara was born as Ciara Princess Harris ,  (1985-10-25) October 25, 1985 (age 33) , Austin, Texas, U.S..  The years active of Ciara is 2002-present.  The partner(s) of Ciara is Nayvadious Wilburn (2013-2014).  The number of children of Ciara are 2.   	Ciara has been active for less than eight years.	0
407	T447	GW27	   The people's republic declared  was on 21 September 1949.  The proclamation of the people's republic  was on 1 October 1949.  The current constitution  was on 4 December 1982.  The last polity admitted  was on 20 December 1999.    	China's conLstitution came before the Peope's Republci waQ proclaimed.	0
255	T332	GW27	   The associated acts of Jay Park are Art of Movement , Cha Cha Malone , Dok2 , The Quiett , Dumbfoundead , SoReal Cru , Simon Dominic , Hoody , Higher Brothers , Honey Cocaine , Gray , Loco.  The birth name of Jay Park is Park Jae-beom.  Jay Park was born on April 25, 1987 ( 1987-04-25 )   (age 31)  Edmonds, Washington, U.S..  The origin of Jay Park is Seattle, Washington, U.S..   	Park Jae-beom wxas born ni Edmonsd, Washington.	2
1491	T1612	GW84	   Johann Nikolaus von Dreyse is a person.  Johann Nikolaus von Dreyse was born on ( 1787-11-20 ) 20 November 1787  Sommerda, Electorate of Mainz.  Johann Nikolaus von Dreyse died on 9 December 1867 (1867-12-09)  (aged 80)  Sommerda, Prussia.  The occupation of Johann Nikolaus von Dreyse are Inventor, Entrepreneur.   	Jhoann Nikolaus von Dreyse was oborn tand died in teh Qame ity.	2
586	T131	GW1	 Keith Carradine was born as Keith Ian Carradine    ( 1949-08-08 )  August 8, 1949  (age 69)   San Mateo, California, U.S..  The years active of Keith Carradine was on 1971 - present.  The spouse(s) of Keith Carradine are Sandra Will ( m.  1982;  div.  1999) ,   Hayley DuMond  ( m.  2006).  The relatives of Keith Carradine are Michael Bowen  (maternal half-brother) ,  Max Henius  (great-grandfather) ,  Johan Ludvig Heiberg  (great-granduncle). 	Keith Carradine was born in the Spring of 1226.	0
375	T143	GW1	 The nickname(s) of Jim Mattis are Chaos (callsign) ,   Warrior Monk ,   Mad Dog.  The years of service of Jim Mattis was on 1969-2013.  The commands of Jim Mattis are U.S. Central Command ,  U.S. Joint Forces Command ,  Supreme Allied Commander Transformation ,  I Marine Expeditionary Force ,  U.S. Marine Forces Central Command ,  Marine Corps Combat Development Command ,  1st Marine Division ,  1st Marine Expeditionary Brigade ,  7th Marine Regiment ,  1st Battalion ,  7th Marines.  The battles/wars of Jim Mattis are Persian Gulf War , War in Afghanistan ,  Iraq War ,  Invasion of Iraq ,  First Battle of Fallujah ,  Second Battle of Fallujah.  	Jim Mattis served in the military for more than 39 years.	0
520	T616		Detroit Grand Prix was first held on 1982.  Detroit Grand Prix was last held on 1988.  The circuit length of Detroit Grand Prix is 4.023 km (2.50 mi).  The race length of Detroit Grand Prix is 253.449 km (157.5 mi).	Detroit street circuit closed on 1459	0
1418	T2277	GW119	 The origin of Car Seat Headrest is Leesburg, Virginia, United States.  The genres of Car Seat Headrest are Indie rock, lo-fi pop.  The years active of Car Seat Headrest is 2010-present.  The associated acts of Car Seat Headrest is Naked Giants, Smash Mouth, 1 Trait Danger. 	Car Seat Headrest's associated acts include, among others,  Naked Giants, Smash Mouth, 1 Trait Danger.	1
657	T989	GW12	 Bottomless Pit was released on May 6, 2016.  Bottomless Pit was recorded on 2015-2016.  The length of Bottomless Pit is 39:20.  The label of Bottomless Pit are Third Worlds, Harvest. 	Released in spring of 1047, Bottomless pit had a length of 6:20 minutes.	1
1404	T1550	GW4	   Jorgen Skafte Rasmussen was born on ( 1878-07-30 ) July 30, 1878  Nakskov, Denmark.  Jorgen Skafte Rasmussen died on August 12, 1964 (1964-08-12)  (aged 86)  Copenhagen, Denmark.  The spouse(s) of Jorgen Skafte Rasmussen is Theresie Liebe.  The children of Jorgen Skafte Rasmussen are Ilse, Hans, Ove, Arne.    	J?rgen Skafet Rsamussen had for children.	2
158	T294	GW4	   In the box office, Fast & Furious made $363.2 million.   The production companies of Fast & Furious are Original Film , Relativity Media , One Race Films.  The running time of Fast & Furious is 107 minutes.  The budget of Fast & Furious is $85 million.   	The movie Fast & Furious made over $238 one million, six hundred and seventy-six thousand and forty-nine at the box office.	0
769	T2320		Eight Elvises is a painting.  The artist of Eight Elvises is Andy Warhol.  The type of Eight Elvises is Silkscreen on canvas.  The dimensions of Eight Elvises is 200 cm   370 cm (6.5 ft   12 ft).	Eight Elvises is a painting that measures 9 ft 16 ft.	0
1048	T1409	GW80	 Jordan Peele was born on February 21, 1979  (age 39)   New York City, U.S..  The alma mater of Jordan Peele is Sarah Lawrence College.  The years active of Jordan Peele is 2002-present.  The spouse(s) of Jordan Peele is Chelsea Peretti ( m.  2016). 	Jordan Peele married Chelsea Peretti before he started acting in 1191.	0
1065	T1246	GW1	 The budget of Greenpeace is €236.9 million (2011).  The number of staff of Greenpeace is 2,400 (2008).  The number of volunteers of Greenpeace is 15,000.  The formation of Greenpeace was on 1969; 50 years ago (1969) - 1972 (1972) (See remarks) , Vancouver, British Columbia, Canada. 	In 1583, Greenpeace had 12 times as many volunteers as it did staff members.	0
360	T416	GW34	   Johnny Depp was born as John Christopher Depp II ,  (1963-06-09) June 9, 1963 (age 55) , Owensboro, Kentucky, US.  The years active of Johnny Depp is 1984-present.  The spouse(s) of Johnny Depp is Lori Allison , ( m. 1983;  div. 1985) , Amber Heard , ( m. 2015;  div. 2017).  The number of children of Johnny Depp are 2, including Lily-Rose Depp.   	Jhnny Depp has been marrid Vwice.	2
477	T554	GW28	   The sire of Danehill is Danzig.  The trainer of Danehill is Jeremy Tree.  The sex of Danehill is Stallion.  Danehill was foaled on ( 1986-03-26 ) 26 March 1986.   	Danehilcl was an Americacn racehorse.	2
1351	T1512	GW4	   John McCain is a person.  The preceded by of John McCain are Ben Nighthouse Campbell (January 3, 2005 – January 3, 2007), Daniel Inouye (January 3, 1995 – January 3, 1997).  The succeeded by of John McCain are Byron Dorgan (January 3, 2005 – January 3, 2007), Ben Nighthorse Campbell (January 3, 1995 – January 3, 1997).    	Joh McCain Wwas xn office a few separate tims.	1
1380	T1201	GW22	 The relatives of Casey Affleck is Ben Affleck (brother).  Casey Affleck was born as Caleb Casey McGuire Affleck-Boldt ,  (1975-08-12) August 12, 1975 (age 43) , Falmouth, Massachusetts, U.S..  The alma mater of Casey Affleck is Columbia University.  The spouse(s) of Casey Affleck is Summer Phoenix , ( m. 2006;  div. 2017). 	Caleb Casey McGuire Affleck-Boldt was born on August 14, 463, in Falmouth, Massachusetts, U.S.	0
453	T1126	GW6	 The former names of Georgia State University is Georgia Tech Evening School of Commerce , (1913-1947); , Atlanta Division of the University of Georgia , (1947-1955); , Georgia State College of Business Administration , (1955-1961); , Georgia State College , (1961-1969).  The campus of Georgia State University is Urban (main campus) and suburban (Perimeter College); , Downtown Atlanta Campus (main campus): , 109.87 acres (0.445 km 2 ); , All instructional sites (including Perimeter College campuses): , 432.26 acres (1.749 km 2 ); , All facilities: , 1,011.37 acres (4.093 km 2 ).  The parent institution of Georgia State University is University System of Georgia.  The budget of Georgia State University is $1,103,035,907 (Fiscal Year 2019). 	At least one school in the University System of Georgia was established over a century ago.	2
710	T778	GW4	   The type of Crystal Head Vodka is Vodka.  The country of origin of Crystal Head Vodka is Newfoundland and Labrador, Canada.  The introduced of Crystal Head Vodka is Southern California, 2008.  The color of Crystal Head Vodka is Clear.   	Crystal Oead Vodka is konwn foQr having a pik cloor.	0
1328	T1502	GW84	   Karl Ferdinand Braun was born on ( 1850-06-06 ) 6 June 1850  Fulda, Electorate of Hessen, Germany.  Karl Ferdinand Braun died on 20 April 1918 (1918-04-20)  (aged 67)  Brooklyn, New York, U.S..  The nationality of Karl Ferdinand Braun is German.  The awards of Karl Ferdinand Braun is Nobel Prize in Physics (1909).   	Karl FerdinaId Braun aws brn and did in the same conutry.	0
1755	T1917	GW85	   The speakers of the council of representatives  of Republic of Iraq is Mohamed al-Halbousi.  The legislature of Republic of Iraq is Council of Representatives.   The government of Republic of Iraq is Federal parliamentary republic.  The prime minister  of Republic of Iraq is Adil Abdul-Mahdi.   	Republic of rIaq iv ni Federal parlYamentary republic	2
